"DATE","OPH98M11","OPH98M12","OPH99M1","OPH99M2","OPH99M3","OPH99M4","OPH99M5","OPH99M6","OPH99M7","OPH99M8","OPH99M9","OPH99M10","OPH99M11","OPH99M12","OPH00M1","OPH00M2","OPH00M3","OPH00M4","OPH00M5","OPH00M6","OPH00M7","OPH00M8","OPH00M9","OPH00M10","OPH00M11","OPH00M12","OPH01M1","OPH01M2","OPH01M3","OPH01M4","OPH01M5","OPH01M6","OPH01M7","OPH01M8","OPH01M9","OPH01M10","OPH01M11","OPH01M12","OPH02M1","OPH02M2","OPH02M3","OPH02M4","OPH02M5","OPH02M6","OPH02M7","OPH02M8","OPH02M9","OPH02M10","OPH02M11","OPH02M12","OPH03M1","OPH03M2","OPH03M3","OPH03M4","OPH03M5","OPH03M6","OPH03M7","OPH03M8","OPH03M9","OPH03M10","OPH03M11","OPH03M12","OPH04M1","OPH04M2","OPH04M3","OPH04M4","OPH04M5","OPH04M6","OPH04M7","OPH04M8","OPH04M9","OPH04M10","OPH04M11","OPH04M12","OPH05M1","OPH05M2","OPH05M3","OPH05M4","OPH05M5","OPH05M6","OPH05M7","OPH05M8","OPH05M9","OPH05M10","OPH05M11","OPH05M12","OPH06M1","OPH06M2","OPH06M3","OPH06M4","OPH06M5","OPH06M6","OPH06M7","OPH06M8","OPH06M9","OPH06M10","OPH06M11","OPH06M12","OPH07M1","OPH07M2","OPH07M3","OPH07M4","OPH07M5","OPH07M6","OPH07M7","OPH07M8","OPH07M9","OPH07M10","OPH07M11","OPH07M12","OPH08M1","OPH08M2","OPH08M3","OPH08M4","OPH08M5","OPH08M6","OPH08M7","OPH08M8","OPH08M9","OPH08M10","OPH08M11","OPH08M12","OPH09M1","OPH09M2","OPH09M3","OPH09M4","OPH09M5","OPH09M6","OPH09M7","OPH09M8","OPH09M9","OPH09M10","OPH09M11","OPH09M12","OPH10M1","OPH10M2","OPH10M3","OPH10M4","OPH10M5","OPH10M6","OPH10M7","OPH10M8","OPH10M9","OPH10M10","OPH10M11","OPH10M12","OPH11M1","OPH11M2","OPH11M3","OPH11M4","OPH11M5","OPH11M6","OPH11M7","OPH11M8","OPH11M9","OPH11M10","OPH11M11","OPH11M12","OPH12M1","OPH12M2","OPH12M3","OPH12M4","OPH12M5","OPH12M6","OPH12M7","OPH12M8","OPH12M9","OPH12M10","OPH12M11","OPH12M12","OPH13M1","OPH13M2","OPH13M3","OPH13M4","OPH13M5","OPH13M6","OPH13M7","OPH13M8","OPH13M9","OPH13M10","OPH13M11","OPH13M12","OPH14M1","OPH14M2","OPH14M3","OPH14M4","OPH14M5","OPH14M6","OPH14M7","OPH14M8","OPH14M9","OPH14M10","OPH14M11","OPH14M12","OPH15M1","OPH15M2","OPH15M3","OPH15M4","OPH15M5","OPH15M6","OPH15M7","OPH15M8","OPH15M9","OPH15M10","OPH15M11"
"1984:Q2","90.3","90.3","90.3","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","86.4","86.4","86.4","86.4","86.4","86.4","87.2","87.2","87.2","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","87.1","86.9","86.9","86.9","86.9","86.9","86.9","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.1","85.1","85.1","85.1","85.1","85.1","85.116","85.116","85.116","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.129","85.422","85.422","85.422","85.422","85.422","85.422","85.422","85.422","85.422","85.422","85.422","85.422","62.359","62.359","62.359","62.359","62.359","62.359","62.359","62.359","62.359","62.359","62.359","62.359","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.392","62.407","62.407","62.407","62.407","62.407","57.174","57.174","57.174","57.556","57.556","57.556","57.556","57.615","57.615","57.615","57.615","57.615","57.69","57.69","57.69","57.69","57.69","57.69","57.69","57.69","57.69","57.69","57.69","57.69","57.69","57.69","57.69","57.69"
"1984:Q3","90.3","90.3","90.3","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","86.6","86.6","86.6","86.6","86.6","86.6","87.3","87.3","87.3","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.0","87.0","87.0","87.0","87.0","87.0","85.5","85.5","85.5","85.5","85.5","85.5","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.5","85.5","85.5","85.5","85.5","85.5","85.523","85.523","85.523","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.537","85.538","85.538","85.538","85.538","85.538","85.538","85.538","85.538","85.538","85.538","85.538","85.538","85.538","85.538","85.538","85.538","85.538","85.841","85.841","85.841","85.841","85.841","85.841","85.841","85.841","85.841","85.841","85.841","85.841","62.665","62.665","62.665","62.665","62.665","62.665","62.665","62.665","62.665","62.665","62.665","62.665","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.697","62.713","62.713","62.713","62.713","62.713","57.465","57.465","57.465","57.849","57.849","57.849","57.849","57.908","57.908","57.908","57.908","57.908","57.984","57.984","57.984","57.984","57.984","57.984","57.984","57.983","57.983","57.983","57.983","57.983","57.983","57.983","57.983","57.983"
"1984:Q4","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","86.8","86.8","86.8","86.8","86.8","86.8","87.6","87.6","87.6","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.3","87.3","87.3","87.3","87.3","87.3","85.9","85.9","85.9","85.9","85.9","85.9","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.7","85.7","85.7","85.7","85.7","85.7","85.743","85.743","85.743","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","85.758","86.063","86.063","86.063","86.063","86.063","86.063","86.063","86.063","86.063","86.063","86.063","86.063","62.826","62.826","62.826","62.826","62.826","62.826","62.826","62.826","62.826","62.826","62.826","62.826","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.859","62.875","62.875","62.875","62.875","62.875","57.574","57.574","57.574","57.958","57.958","57.958","57.958","58.018","58.018","58.018","58.018","58.018","58.093","58.093","58.093","58.093","58.093","58.093","58.093","58.093","58.093","58.093","58.093","58.093","58.093","58.093","58.093","58.093"
"1985:Q1","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","86.9","86.9","86.9","86.9","86.9","86.9","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","86.2","86.2","86.2","86.2","86.2","86.2","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.0","86.0","86.0","86.0","86.0","86.0","86.035","86.035","86.035","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.374","86.374","86.374","86.374","86.374","86.374","86.374","86.374","86.374","86.374","86.374","86.374","63.054","63.054","63.054","63.054","63.054","63.054","63.054","63.054","63.054","63.054","63.054","63.054","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.086","63.102","63.102","63.102","63.102","63.102","57.771","57.771","57.771","58.157","58.157","58.157","58.157","58.216","58.216","58.216","58.216","58.216","58.293","58.293","58.293","58.293","58.293","58.293","58.293","58.293","58.293","58.293","58.293","58.293","58.293","58.293","58.293","58.293"
"1985:Q2","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","87.4","87.4","87.4","87.4","87.4","87.4","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","87.8","87.8","87.8","87.8","87.8","87.8","86.6","86.6","86.6","86.6","86.6","86.6","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.4","86.4","86.4","86.4","86.4","86.4","86.389","86.389","86.389","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.403","86.404","86.404","86.404","86.404","86.404","86.404","86.404","86.404","86.404","86.404","86.404","86.404","86.404","86.404","86.404","86.404","86.404","86.72","86.72","86.72","86.72","86.72","86.72","86.72","86.72","86.72","86.72","86.72","86.72","63.306","63.306","63.306","63.306","63.306","63.306","63.306","63.306","63.306","63.306","63.306","63.306","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.338","63.354","63.354","63.354","63.354","63.354","58.044","58.044","58.044","58.432","58.432","58.432","58.432","58.492","58.492","58.492","58.492","58.492","58.568","58.568","58.568","58.568","58.568","58.568","58.568","58.568","58.568","58.568","58.568","58.568","58.568","58.568","58.568","58.568"
"1985:Q3","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","88.8","88.8","88.8","88.8","88.8","88.8","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.2","89.2","89.2","89.2","89.2","89.2","88.1","88.1","88.1","88.1","88.1","88.1","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","87.9","87.9","87.9","87.9","87.9","87.9","87.856","87.856","87.856","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","87.852","88.178","88.178","88.178","88.178","88.178","88.178","88.178","88.178","88.178","88.178","88.178","88.178","64.371","64.371","64.371","64.371","64.371","64.371","64.371","64.371","64.371","64.371","64.371","64.371","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.405","64.421","64.421","64.421","64.421","64.421","58.991","58.991","58.991","59.384","59.384","59.384","59.384","59.445","59.445","59.445","59.445","59.445","59.522","59.522","59.522","59.522","59.522","59.522","59.522","59.522","59.522","59.522","59.522","59.522","59.522","59.522","59.522","59.522"
"1985:Q4","92.5","92.5","92.5","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","89.1","89.1","89.1","89.1","89.1","89.1","89.9","89.9","89.9","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.6","89.6","89.6","89.6","89.6","89.6","88.4","88.4","88.4","88.4","88.4","88.4","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.2","88.2","88.2","88.2","88.2","88.2","88.232","88.232","88.232","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.207","88.208","88.208","88.208","88.208","88.208","88.208","88.208","88.208","88.208","88.208","88.208","88.208","88.208","88.208","88.208","88.208","88.208","88.523","88.523","88.523","88.523","88.523","88.523","88.523","88.523","88.523","88.523","88.523","88.523","64.623","64.623","64.623","64.623","64.623","64.623","64.623","64.623","64.623","64.623","64.623","64.623","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.656","64.672","64.672","64.672","64.672","64.672","59.206","59.206","59.206","59.601","59.601","59.601","59.601","59.662","59.662","59.662","59.662","59.662","59.739","59.739","59.739","59.739","59.739","59.739","59.739","59.739","59.739","59.739","59.739","59.739","59.739","59.739","59.739","59.739"
"1986:Q1","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","90.1","90.1","90.1","90.1","90.1","90.1","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.6","90.6","90.6","90.6","90.6","90.6","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.2","89.2","89.2","89.2","89.2","89.2","89.156","89.156","89.156","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.108","89.109","89.109","89.109","89.109","89.109","89.109","89.109","89.109","89.109","89.109","89.109","89.109","89.109","89.109","89.109","89.109","89.109","89.429","89.429","89.429","89.429","89.429","89.429","89.429","89.429","89.429","89.429","89.429","89.429","65.284","65.284","65.284","65.284","65.284","65.284","65.284","65.284","65.284","65.284","65.284","65.284","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.318","65.335","65.335","65.335","65.335","65.335","59.76","59.76","59.76","60.158","60.158","60.158","60.158","60.219","60.219","60.219","60.219","60.219","60.297","60.297","60.297","60.297","60.297","60.297","60.297","60.297","60.297","60.297","60.297","60.297","60.297","60.297","60.297","60.297"
"1986:Q2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","90.7","90.7","90.7","90.7","90.7","90.7","91.5","91.5","91.5","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.2","91.2","91.2","91.2","91.2","91.2","89.9","89.9","89.9","89.9","89.9","89.9","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.8","89.7","89.7","89.7","89.7","89.7","89.7","89.73","89.73","89.73","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.648","89.649","89.649","89.649","89.649","89.649","89.649","89.649","89.649","89.649","89.649","89.649","89.649","89.649","89.649","89.649","89.649","89.649","89.971","89.971","89.971","89.971","89.971","89.971","89.971","89.971","89.971","89.971","89.971","89.971","65.679","65.679","65.679","65.679","65.679","65.679","65.679","65.679","65.679","65.679","65.679","65.679","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.714","65.73","65.73","65.73","65.73","65.73","60.138","60.138","60.138","60.54","60.54","60.54","60.54","60.601","60.601","60.601","60.601","60.601","60.68","60.68","60.68","60.68","60.68","60.68","60.68","60.68","60.68","60.68","60.68","60.68","60.68","60.68","60.68","60.68"
"1986:Q3","94.1","94.1","94.1","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","91.1","91.1","91.1","91.1","91.1","91.1","91.9","91.9","91.9","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.6","91.6","91.6","91.6","91.6","91.6","90.4","90.4","90.4","90.4","90.4","90.4","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.2","90.2","90.2","90.2","90.2","90.2","90.202","90.202","90.202","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.099","90.437","90.437","90.437","90.437","90.437","90.437","90.437","90.437","90.437","90.437","90.437","90.437","66.019","66.019","66.019","66.019","66.019","66.019","66.019","66.019","66.019","66.019","66.019","66.019","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.054","66.07","66.07","66.07","66.07","66.07","60.48","60.48","60.48","60.884","60.884","60.884","60.884","60.945","60.945","60.945","60.945","60.945","61.024","61.024","61.024","61.024","61.024","61.024","61.024","61.024","61.024","61.024","61.024","61.024","61.024","61.024","61.024","61.024"
"1986:Q4","93.9","93.9","93.9","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","90.9","90.9","90.9","90.9","90.9","90.9","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.4","91.4","91.4","91.4","91.4","91.4","90.1","90.1","90.1","90.1","90.1","90.1","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","89.95","89.95","89.95","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.83","89.831","89.831","89.831","89.831","89.831","89.831","89.831","89.831","89.831","89.831","89.831","89.831","89.831","89.831","89.831","89.831","89.831","90.161","90.161","90.161","90.161","90.161","90.161","90.161","90.161","90.161","90.161","90.161","90.161","65.818","65.818","65.818","65.818","65.818","65.818","65.818","65.818","65.818","65.818","65.818","65.818","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.852","65.869","65.869","65.869","65.869","65.869","60.308","60.308","60.308","60.711","60.711","60.711","60.711","60.772","60.772","60.772","60.772","60.772","60.851","60.851","60.851","60.851","60.851","60.851","60.851","60.85","60.85","60.85","60.85","60.85","60.85","60.85","60.85","60.85"
"1987:Q1","93.4","93.4","93.4","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","90.6","90.6","90.6","90.6","90.6","90.6","91.3","91.3","91.3","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","90.9","90.9","90.9","90.9","90.9","90.9","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.551","89.551","89.551","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.415","89.416","89.416","89.416","89.416","89.416","89.416","89.416","89.416","89.416","89.416","89.416","89.416","89.416","89.416","89.416","89.416","89.416","89.601","89.601","89.601","89.601","89.601","89.601","89.601","89.601","89.601","89.601","89.601","89.601","65.409","65.409","65.409","65.409","65.409","65.409","65.409","65.409","65.409","65.409","65.409","65.409","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.444","65.461","65.461","65.461","65.461","65.461","60.036","60.036","60.036","60.438","60.438","60.438","60.438","60.498","60.498","60.498","60.498","60.498","60.576","60.576","60.576","60.576","60.576","60.576","60.576","60.575","60.575","60.575","60.575","60.575","60.575","60.575","60.575","60.575"
"1987:Q2","93.9","93.9","93.9","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","91.2","91.2","91.2","91.2","91.2","91.2","91.9","91.9","91.9","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.5","91.5","91.5","91.5","91.5","91.5","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.17","90.17","90.17","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.004","90.142","90.142","90.142","90.142","90.142","90.142","90.142","90.142","90.142","90.142","90.142","90.142","65.804","65.804","65.804","65.804","65.804","65.804","65.804","65.804","65.804","65.804","65.804","65.804","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.839","65.856","65.856","65.856","65.856","65.856","60.416","60.416","60.416","60.82","60.82","60.82","60.82","60.881","60.881","60.881","60.881","60.881","60.96","60.96","60.96","60.96","60.96","60.96","60.96","60.959","60.959","60.959","60.959","60.959","60.959","60.959","60.959","60.959"
"1987:Q3","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","91.2","91.2","91.2","91.2","91.2","91.2","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.6","91.6","91.6","91.6","91.6","91.6","90.3","90.3","90.3","90.3","90.3","90.3","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.3","90.3","90.3","90.3","90.3","90.3","90.307","90.307","90.307","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.139","90.251","90.251","90.251","90.251","90.251","90.251","90.251","90.251","90.251","90.251","90.251","90.251","65.884","65.884","65.884","65.884","65.884","65.884","65.884","65.884","65.884","65.884","65.884","65.884","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.918","65.934","65.934","65.934","65.934","65.934","60.51","60.51","60.51","60.914","60.914","60.914","60.914","60.974","60.974","60.974","60.974","60.974","61.052","61.052","61.052","61.052","61.052","61.052","61.052","61.052","61.052","61.052","61.052","61.052","61.052","61.052","61.052","61.052"
"1987:Q4","94.6","94.6","94.6","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","92.2","92.2","92.2","92.2","92.2","92.2","92.8","92.8","92.8","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.4","92.4","92.4","92.4","92.4","92.4","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.1","91.1","91.1","91.1","91.1","91.1","91.126","91.126","91.126","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.953","90.954","90.954","90.954","90.954","90.954","90.954","90.954","90.954","90.954","90.954","90.954","90.954","90.954","90.954","90.954","90.954","90.954","91.051","91.051","91.051","91.051","91.051","91.051","91.051","91.051","91.051","91.051","91.051","91.051","66.468","66.468","66.468","66.468","66.468","66.468","66.468","66.468","66.468","66.468","66.468","66.468","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.503","66.52","66.52","66.52","66.52","66.52","60.993","60.993","60.993","61.4","61.4","61.4","61.4","61.462","61.462","61.462","61.462","61.462","61.541","61.541","61.541","61.541","61.541","61.541","61.541","61.541","61.541","61.541","61.541","61.541","61.541","61.541","61.541","61.541"
