"DATE","rinvchi65Q4","rinvchi66Q1","rinvchi66Q2","rinvchi66Q3","rinvchi66Q4","rinvchi67Q1","rinvchi67Q2","rinvchi67Q3","rinvchi67Q4","rinvchi68Q1","rinvchi68Q2","rinvchi68Q3","rinvchi68Q4","rinvchi69Q1","rinvchi69Q2","rinvchi69Q3","rinvchi69Q4","rinvchi70Q1","rinvchi70Q2","rinvchi70Q3","rinvchi70Q4","rinvchi71Q1","rinvchi71Q2","rinvchi71Q3","rinvchi71Q4","rinvchi72Q1","rinvchi72Q2","rinvchi72Q3","rinvchi72Q4","rinvchi73Q1","rinvchi73Q2","rinvchi73Q3","rinvchi73Q4","rinvchi74Q1","rinvchi74Q2","rinvchi74Q3","rinvchi74Q4","rinvchi75Q1","rinvchi75Q2","rinvchi75Q3","rinvchi75Q4","rinvchi76Q1","rinvchi76Q2","rinvchi76Q3","rinvchi76Q4","rinvchi77Q1","rinvchi77Q2","rinvchi77Q3","rinvchi77Q4","rinvchi78Q1","rinvchi78Q2","rinvchi78Q3","rinvchi78Q4","rinvchi79Q1","rinvchi79Q2","rinvchi79Q3","rinvchi79Q4","rinvchi80Q1","rinvchi80Q2","rinvchi80Q3","rinvchi80Q4","rinvchi81Q1","rinvchi81Q2","rinvchi81Q3","rinvchi81Q4","rinvchi82Q1","rinvchi82Q2","rinvchi82Q3","rinvchi82Q4","rinvchi83Q1","rinvchi83Q2","rinvchi83Q3","rinvchi83Q4","rinvchi84Q1","rinvchi84Q2","rinvchi84Q3","rinvchi84Q4","rinvchi85Q1","rinvchi85Q2","rinvchi85Q3","rinvchi85Q4","rinvchi86Q1","rinvchi86Q2","rinvchi86Q3","rinvchi86Q4","rinvchi87Q1","rinvchi87Q2","rinvchi87Q3","rinvchi87Q4","rinvchi88Q1","rinvchi88Q2","rinvchi88Q3","rinvchi88Q4","rinvchi89Q1","rinvchi89Q2","rinvchi89Q3","rinvchi89Q4","rinvchi90Q1","rinvchi90Q2","rinvchi90Q3","rinvchi90Q4","rinvchi91Q1","rinvchi91Q2","rinvchi91Q3","rinvchi91Q4","rinvchi92Q1","rinvchi92Q2","rinvchi92Q3","rinvchi92Q4","rinvchi93Q1","rinvchi93Q2","rinvchi93Q3","rinvchi93Q4","rinvchi94Q1","rinvchi94Q2","rinvchi94Q3","rinvchi94Q4","rinvchi95Q1","rinvchi95Q2","rinvchi95Q3","rinvchi95Q4","rinvchi96Q1","rinvchi96Q2","rinvchi96Q3","rinvchi96Q4","rinvchi97Q1","rinvchi97Q2","rinvchi97Q3","rinvchi97Q4","rinvchi98Q1","rinvchi98Q2","rinvchi98Q3","rinvchi98Q4","rinvchi99Q1","rinvchi99Q2","rinvchi99Q3","rinvchi99Q4","rinvchi00Q1","rinvchi00Q2","rinvchi00Q3","rinvchi00Q4","rinvchi01Q1","rinvchi01Q2","rinvchi01Q3","rinvchi01Q4","rinvchi02Q1","rinvchi02Q2","rinvchi02Q3","rinvchi02Q4","rinvchi03Q1","rinvchi03Q2","rinvchi03Q3","rinvchi03Q4","rinvchi04Q1","rinvchi04Q2","rinvchi04Q3","rinvchi04Q4","rinvchi05Q1","rinvchi05Q2","rinvchi05Q3","rinvchi05Q4","rinvchi06Q1","rinvchi06Q2","rinvchi06Q3","rinvchi06Q4","rinvchi07Q1","rinvchi07Q2","rinvchi07Q3","rinvchi07Q4","rinvchi08Q1","rinvchi08Q2","rinvchi08Q3","rinvchi08Q4","rinvchi09Q1","rinvchi09Q2","rinvchi09Q3","rinvchi09Q4","rinvchi10Q1","rinvchi10Q2","rinvchi10Q3","rinvchi10Q4","rinvchi11Q1","rinvchi11Q2","rinvchi11Q3","rinvchi11Q4","rinvchi12Q1","rinvchi12Q2","rinvchi12Q3","rinvchi12Q4","rinvchi13Q1","rinvchi13Q2","rinvchi13Q3","rinvchi13Q4","rinvchi14Q1","rinvchi14Q2","rinvchi14Q3","rinvchi14Q4","rinvchi15Q1","rinvchi15Q2","rinvchi15Q3","rinvchi15Q4"
"1986:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.6","15.1","15.1","15.1","28.1","28.1","28.1","28.1","23.6","23.6","23.6","23.6","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","21.0","21.0","21.0","21.0","21.0","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","#N/A","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1"
"1986:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-4.5","-0.3","-0.3","6.1","6.1","6.1","6.1","3.0","3.0","3.0","3.0","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-12.0","-12.0","-12.0","-12.0","-12.0","-12.0","-12.0","-12.0","-12.0","-12.0","-12.0","-12.0","-12.0","-12.0","-12.0","-12.0","-15.3","-15.3","-15.3","-15.3","-15.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","#N/A","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4"
"1986:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-11.5","-28.5","-14.4","-14.4","-14.4","-14.4","-10.5","-10.5","-10.5","-10.5","-20.8","-20.8","-20.8","-20.8","-20.8","-20.8","-20.8","-20.8","-20.8","-20.8","-20.1","-20.1","-20.1","-20.1","-20.1","-20.1","-20.1","-20.1","-20.1","-20.1","-20.1","-20.1","-20.1","-20.1","-20.1","-20.1","-10.8","-10.8","-10.8","-10.8","-10.8","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","#N/A","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-9.2","-9.2","-9.2","-9.2","-9.2","-9.2","-9.2","-9.2","-9.2","-9.2","-9.2","-9.2","-9.2","-9.2","-9.2","-9.2","-8.8","-8.8","-8.8","-8.8","-8.8","-8.8","-8.8","-8.8","-8.8","-8.8"
"1987:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","31.0","47.6","47.6","47.6","47.6","29.8","29.8","29.8","29.8","18.1","18.1","18.1","18.1","17.3","17.3","17.3","17.3","17.3","17.3","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1"
"1987:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","41.2","39.0","39.0","39.0","27.8","27.8","27.8","27.8","13.3","13.3","13.3","13.3","17.0","17.0","17.0","17.0","17.0","17.0","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","14.4","14.4","14.4","14.4","14.4","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5"
"1987:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","18.1","24.6","24.6","13.0","13.0","13.0","13.0","6.8","6.8","6.8","6.8","8.6","8.6","8.6","8.6","8.6","8.6","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","0.8","0.8","0.8","0.8","0.8","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9"
"1987:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","58.3","60.5","67.1","67.1","67.1","67.1","56.6","56.6","56.6","56.6","48.4","48.4","48.4","48.4","48.4","48.4","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5"
"1988:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","57.9","66.0","66.0","66.0","66.0","34.3","34.3","34.3","34.3","31.0","31.0","31.0","31.0","31.0","31.0","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","13.3","13.3","13.3","13.3","13.3","14.0","14.0","14.0","14.0","14.0","14.0","14.0","14.0","14.0","14.0","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6"
"1988:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","45.0","35.3","35.3","35.3","21.5","21.5","21.5","21.5","16.9","16.9","16.9","16.9","16.9","16.9","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8"
"1988:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","33.8","39.5","39.5","37.5","37.5","37.5","37.5","32.6","32.6","32.6","32.6","32.6","32.6","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","11.5","11.5","11.5","11.5","11.5","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4"
"1988:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","29.2","29.1","18.3","18.3","18.3","18.3","14.0","14.0","14.0","14.0","14.0","14.0","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","15.8","15.8","15.8","15.8","15.8","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5"
"1989:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","53.8","24.5","24.5","24.5","24.5","26.1","26.1","26.1","26.1","26.1","26.1","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.9","41.9","41.9","41.9","41.9","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2"
