"DATE","PCON65Q4","PCON66Q1","PCON66Q2","PCON66Q3","PCON66Q4","PCON67Q1","PCON67Q2","PCON67Q3","PCON67Q4","PCON68Q1","PCON68Q2","PCON68Q3","PCON68Q4","PCON69Q1","PCON69Q2","PCON69Q3","PCON69Q4","PCON70Q1","PCON70Q2","PCON70Q3","PCON70Q4","PCON71Q1","PCON71Q2","PCON71Q3","PCON71Q4","PCON72Q1","PCON72Q2","PCON72Q3","PCON72Q4","PCON73Q1","PCON73Q2","PCON73Q3","PCON73Q4","PCON74Q1","PCON74Q2","PCON74Q3","PCON74Q4","PCON75Q1","PCON75Q2","PCON75Q3","PCON75Q4","PCON76Q1","PCON76Q2","PCON76Q3","PCON76Q4","PCON77Q1","PCON77Q2","PCON77Q3","PCON77Q4","PCON78Q1","PCON78Q2","PCON78Q3","PCON78Q4","PCON79Q1","PCON79Q2","PCON79Q3","PCON79Q4","PCON80Q1","PCON80Q2","PCON80Q3","PCON80Q4","PCON81Q1","PCON81Q2","PCON81Q3","PCON81Q4","PCON82Q1","PCON82Q2","PCON82Q3","PCON82Q4","PCON83Q1","PCON83Q2","PCON83Q3","PCON83Q4","PCON84Q1","PCON84Q2","PCON84Q3","PCON84Q4","PCON85Q1","PCON85Q2","PCON85Q3","PCON85Q4","PCON86Q1","PCON86Q2","PCON86Q3","PCON86Q4","PCON87Q1","PCON87Q2","PCON87Q3","PCON87Q4","PCON88Q1","PCON88Q2","PCON88Q3","PCON88Q4","PCON89Q1","PCON89Q2","PCON89Q3","PCON89Q4","PCON90Q1","PCON90Q2","PCON90Q3","PCON90Q4","PCON91Q1","PCON91Q2","PCON91Q3","PCON91Q4","PCON92Q1","PCON92Q2","PCON92Q3","PCON92Q4","PCON93Q1","PCON93Q2","PCON93Q3","PCON93Q4","PCON94Q1","PCON94Q2","PCON94Q3","PCON94Q4","PCON95Q1","PCON95Q2","PCON95Q3","PCON95Q4","PCON96Q1","PCON96Q2","PCON96Q3","PCON96Q4","PCON97Q1","PCON97Q2","PCON97Q3","PCON97Q4","PCON98Q1","PCON98Q2","PCON98Q3","PCON98Q4","PCON99Q1","PCON99Q2","PCON99Q3","PCON99Q4","PCON00Q1","PCON00Q2","PCON00Q3","PCON00Q4","PCON01Q1","PCON01Q2","PCON01Q3","PCON01Q4","PCON02Q1","PCON02Q2","PCON02Q3","PCON02Q4","PCON03Q1","PCON03Q2","PCON03Q3","PCON03Q4","PCON04Q1","PCON04Q2","PCON04Q3","PCON04Q4","PCON05Q1","PCON05Q2","PCON05Q3","PCON05Q4","PCON06Q1","PCON06Q2","PCON06Q3","PCON06Q4","PCON07Q1","PCON07Q2","PCON07Q3","PCON07Q4","PCON08Q1","PCON08Q2","PCON08Q3","PCON08Q4","PCON09Q1","PCON09Q2","PCON09Q3","PCON09Q4","PCON10Q1","PCON10Q2","PCON10Q3","PCON10Q4","PCON11Q1","PCON11Q2","PCON11Q3","PCON11Q4","PCON12Q1","PCON12Q2","PCON12Q3","PCON12Q4","PCON13Q1","PCON13Q2","PCON13Q3","PCON13Q4","PCON14Q1","PCON14Q2","PCON14Q3","PCON14Q4","PCON15Q1","PCON15Q2","PCON15Q3","PCON15Q4"
"1980:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","184.9841","184.9387","184.9387","184.9387","184.9387","184.9387","185.526","185.526","185.526","185.526","185.3085","185.3085","185.3085","185.3085","185.3085","185.3085","185.3085","185.3085","185.3085","185.3085","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","89.7996","73.8539","73.8539","73.8539","73.8539","73.8539","73.8539","73.8539","73.8539","73.8539","73.8539","73.8539","73.8539","73.8539","73.8539","73.8539","73.8539","60.5365","60.5365","60.5365","60.5365","60.5365","60.5365","60.5373","60.5373","60.5373","60.5373","60.5373","60.5373","60.5373","60.5373","60.5373","#N/A","57.5181","57.1287","57.1287","57.1287","57.1287","57.1287","57.1287","57.1287","57.1287","57.1287","57.1287","57.1287","57.1287","57.1287","57.1287","57.1287","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","53.9539","48.3062","48.3062","48.3062","48.3062","48.3062","48.3062","48.3062","48.3062","48.3278","48.3278","48.3278","48.3278","48.3278","48.3278","48.3278","48.3278","45.5468","45.5468","45.5468","45.5468","45.5479","45.5479","45.5479","45.5479","45.5479","45.5479"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","188.4945","188.5128","188.5128","188.5128","188.5128","189.244","189.244","189.244","189.244","189.052","189.052","189.052","189.052","189.2128","189.2128","189.2128","189.2128","189.2128","189.2128","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","92.0906","75.7827","75.7827","75.7827","75.7827","75.7827","75.7827","75.7827","75.7827","75.7827","75.7827","75.7827","75.7827","75.7827","75.7827","75.7827","75.7827","62.0666","62.0666","62.0666","62.0666","62.0666","62.0666","62.0675","62.0675","62.0675","62.0675","62.0675","62.0675","62.0675","62.0675","62.0675","#N/A","58.9843","58.5537","58.5537","58.5537","58.5537","58.5537","58.5537","58.5537","58.5537","58.5537","58.5537","58.5537","58.5537","58.5537","58.5537","58.5537","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","55.3503","49.503","49.503","49.503","49.503","49.503","49.503","49.503","49.503","49.525","49.525","49.525","49.525","49.525","49.525","49.525","49.525","46.6736","46.6736","46.6736","46.6736","46.6747","46.6747","46.6747","46.6747","46.6747","46.6747"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","191.5341","191.5087","191.5087","191.5087","192.6106","192.6106","192.6106","192.6106","192.2908","192.2908","192.2908","192.2908","192.7405","192.7405","192.7405","192.7405","192.7405","192.7405","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","93.7698","77.093","77.093","77.093","77.093","77.093","77.093","77.093","77.093","77.093","77.093","77.093","77.093","77.093","77.093","77.093","77.093","63.1525","63.1525","63.1525","63.1525","63.1525","63.1525","63.1515","63.1515","63.1515","63.1515","63.1515","63.1515","63.1515","63.1515","63.1515","#N/A","59.9732","59.5488","59.5488","59.5488","59.5488","59.5488","59.5488","59.5488","59.5488","59.5488","59.5488","59.5488","59.5488","59.5488","59.5488","59.5488","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","56.2666","50.3296","50.3296","50.3296","50.3296","50.3296","50.3296","50.3296","50.3296","50.352","50.352","50.352","50.352","50.352","50.352","50.352","50.352","47.4531","47.4531","47.4531","47.4531","47.4531","47.4531","47.4531","47.4531","47.4531","47.4531"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","195.6693","195.6689","195.6689","196.4263","196.4263","196.4263","196.4263","195.877","195.877","195.877","195.877","196.4319","196.4319","196.4319","196.4319","196.4319","196.4319","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","95.5402","78.4795","78.4795","78.4795","78.4795","78.4795","78.4795","78.4795","78.4795","78.4795","78.4795","78.4795","78.4795","78.4795","78.4795","78.4795","78.4795","64.3193","64.3193","64.3193","64.3193","64.3193","64.3193","64.3202","64.3202","64.3202","64.3202","64.3202","64.3202","64.3202","64.3202","64.3202","#N/A","61.0289","60.6214","60.6214","60.6214","60.6214","60.6214","60.6214","60.6214","60.6214","60.6214","60.6214","60.6214","60.6214","60.6214","60.6214","60.6214","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","57.1965","51.1529","51.1529","51.1529","51.1529","51.1529","51.1529","51.1529","51.1529","51.1755","51.1755","51.1755","51.1755","51.1755","51.1755","51.1755","51.1755","48.2294","48.2294","48.2294","48.2294","48.2294","48.2294","48.2294","48.2294","48.2294","48.2294"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","199.2591","199.3003","199.7562","199.7562","199.7562","199.7562","199.2362","199.2362","199.2362","199.2362","199.8099","199.8099","199.8099","199.8099","199.8099","199.8099","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","97.0396","79.7213","79.7213","79.7213","79.7213","79.7213","79.7213","79.7213","79.7213","79.7213","79.7213","79.7213","79.7213","79.7213","79.7213","79.7213","79.7213","65.3609","65.3609","65.3609","65.3609","65.3609","65.3609","65.3609","65.3609","65.3609","65.3609","65.3609","65.3609","65.3609","65.3609","65.3609","#N/A","61.9762","61.5938","61.5938","61.5938","61.5938","61.5938","61.5938","61.5938","61.5938","61.5938","61.5938","61.5938","61.5938","61.5938","61.5938","61.5938","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","58.0667","51.9308","51.9308","51.9308","51.9308","51.9308","51.9308","51.9308","51.9308","51.954","51.954","51.954","51.954","51.954","51.954","51.954","51.954","48.9631","48.9631","48.9631","48.9631","48.9631","48.9631","48.9631","48.9631","48.9631","48.9631"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","201.7687","202.2337","202.2337","202.2337","202.2337","201.6746","201.6746","201.6746","201.6746","202.506","202.506","202.506","202.506","202.506","202.506","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","98.2818","80.7327","80.7327","80.7327","80.7327","80.7327","80.7327","80.7327","80.7327","80.7327","80.7327","80.7327","80.7327","80.7327","80.7327","80.7327","80.7327","66.1886","66.1886","66.1886","66.1886","66.1886","66.1886","66.1897","66.1897","66.1897","66.1897","66.1886","66.1897","66.1897","66.1897","66.1897","#N/A","62.6684","62.3555","62.3555","62.3555","62.3555","62.3555","62.3555","62.3555","62.3555","62.3555","62.3555","62.3555","62.3555","62.3555","62.3555","62.3555","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","58.7961","52.5887","52.5887","52.5887","52.5887","52.5887","52.5887","52.5887","52.5887","52.6121","52.6121","52.6121","52.6121","52.6121","52.6121","52.6121","52.6121","49.5828","49.5828","49.5828","49.5828","49.584","49.584","49.584","49.584","49.584","49.584"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","203.9946","203.9581","203.9581","203.9581","203.6334","203.6334","203.6334","203.6334","204.4947","204.4947","204.4947","204.4947","204.4947","204.4947","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","99.1573","81.538","81.538","81.538","81.538","81.538","81.538","81.538","81.538","81.538","81.538","81.538","81.538","81.538","81.538","81.538","81.538","66.8202","66.8202","66.8202","66.8202","66.8202","66.8202","66.8212","66.8212","66.8212","66.8212","66.8202","66.8212","66.8212","66.8212","66.8212","#N/A","63.2697","62.9741","62.9741","62.9741","62.9741","62.9741","62.9741","62.9741","62.9741","62.9741","62.9741","62.9741","62.9741","62.9741","62.9741","62.9741","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","59.356","53.0889","53.0889","53.0889","53.0889","53.0889","53.0889","53.0889","53.0889","53.1137","53.1137","53.1137","53.1137","53.1137","53.1137","53.1137","53.1137","50.0552","50.0552","50.0552","50.0552","50.0564","50.0564","50.0564","50.0564","50.0564","50.0564"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","207.5856","207.7068","207.7068","206.8795","206.8795","206.8795","206.8795","207.5607","207.5607","207.5607","207.5607","207.5607","207.5607","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","100.6726","82.8412","82.8412","82.8412","82.8412","82.8412","82.8412","82.8412","82.8412","82.8412","82.8412","82.8412","82.8412","82.8412","82.8412","82.8412","82.8412","67.8907","67.8907","67.8907","67.8907","67.8907","67.8907","67.8904","67.8904","67.8904","67.8904","67.8907","67.8904","67.8904","67.8904","67.8904","#N/A","64.2357","63.9376","63.9376","63.9376","63.9376","63.9376","63.9376","63.9376","63.9376","63.9376","63.9376","63.9376","63.9376","63.9376","63.9376","63.9376","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","60.2858","53.9229","53.9229","53.9229","53.9229","53.9229","53.9229","53.9229","53.9229","53.948","53.948","53.948","53.948","53.948","53.948","53.948","53.948","50.842","50.842","50.842","50.842","50.8433","50.8433","50.8433","50.8433","50.8433","50.8433"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","210.186","210.0103","208.9526","208.9526","208.9526","208.9526","209.577","209.577","209.577","209.577","209.577","209.577","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","101.8425","83.8302","83.8302","83.8302","83.8302","83.8302","83.8302","83.8302","83.8302","83.8302","83.8302","83.8302","83.8302","83.8302","83.8302","83.8302","83.8302","68.6551","68.6551","68.6551","68.6551","68.6551","68.6551","68.6552","68.6552","68.6552","68.6552","68.6551","68.6552","68.6552","68.6552","68.6552","#N/A","64.9413","64.6234","64.6234","64.6234","64.6234","64.6234","64.6234","64.6234","64.6234","64.6234","64.6234","64.6234","64.6234","64.6234","64.6234","64.6234","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","60.9581","54.5201","54.5201","54.5201","54.5201","54.5201","54.5201","54.5201","54.5201","54.545","54.545","54.545","54.545","54.545","54.545","54.545","54.545","51.4053","51.4053","51.4053","51.4053","51.4065","51.4065","51.4065","51.4065","51.4065","51.4065"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","211.2299","210.0943","210.0943","210.0943","210.0943","210.7277","210.7277","210.7277","210.7277","210.7277","210.7277","102.366","102.366","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","102.5021","84.604","84.604","84.604","84.604","84.604","84.604","84.604","84.604","84.604","84.604","84.604","84.604","84.604","84.604","84.604","84.604","69.2222","69.2222","69.2222","69.2222","69.2222","69.2222","69.2233","69.2233","69.2233","69.2233","69.2222","69.2233","69.2233","69.2233","69.2233","#N/A","65.521","65.129","65.129","65.129","65.129","65.129","65.129","65.129","65.129","65.129","65.129","65.129","65.129","65.129","65.129","65.129","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","61.4852","54.9892","54.9892","54.9892","54.9892","54.9892","54.9892","54.9892","54.9892","55.0141","55.0141","55.0141","55.0141","55.0141","55.0141","55.0141","55.0141","51.851","51.851","51.851","51.851","51.851","51.851","51.851","51.851","51.851","51.851"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","212.8946","212.4481","212.4481","212.4481","212.8404","212.8404","212.8404","212.8404","212.8404","212.8404","103.411","103.411","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","103.6485","85.7104","85.7104","85.7104","85.7104","85.7104","85.7104","85.7104","85.7104","85.7104","85.7104","85.7104","85.7104","85.7104","85.7104","85.7104","85.7104","70.0994","70.0994","70.0994","70.0994","70.0994","70.0994","70.0985","70.0985","70.0985","70.0985","70.0994","70.0985","70.0985","70.0985","70.0985","#N/A","66.3146","65.8873","65.8873","65.8873","65.8873","65.8873","65.8873","65.8873","65.8873","65.8873","65.8873","65.8873","65.8873","65.8873","65.8873","65.8873","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","62.047","55.4984","55.4984","55.4984","55.4984","55.4984","55.4984","55.4984","55.4984","55.523","55.523","55.523","55.523","55.523","55.523","55.523","55.523","52.3268","52.3268","52.3268","52.3268","52.328","52.328","52.328","52.328","52.328","52.328"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","214.531","214.6752","214.6752","214.7893","214.7893","214.7893","214.7893","214.7893","214.7893","104.3066","104.3066","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","104.614","86.726","86.726","86.726","86.726","86.726","86.726","86.726","86.726","86.726","86.726","86.726","86.726","86.726","86.726","86.726","86.726","70.913","70.913","70.913","70.913","70.913","70.913","70.9123","70.9123","70.9123","70.9123","70.913","70.9123","70.9123","70.9123","70.9123","#N/A","67.0134","66.5595","66.5595","66.5595","66.5595","66.5595","66.5595","66.5595","66.5595","66.5595","66.5595","66.5595","66.5595","66.5595","66.5595","66.5595","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","62.8655","56.2282","56.2282","56.2282","56.2282","56.2282","56.2282","56.2282","56.2282","56.2541","56.2541","56.2541","56.2541","56.2541","56.2541","56.2541","56.2541","53.0166","53.0166","53.0166","53.0166","53.0178","53.0178","53.0178","53.0178","53.0178","53.0178"
