"DATE","RNX65Q4","RNX66Q1","RNX66Q2","RNX66Q3","RNX66Q4","RNX67Q1","RNX67Q2","RNX67Q3","RNX67Q4","RNX68Q1","RNX68Q2","RNX68Q3","RNX68Q4","RNX69Q1","RNX69Q2","RNX69Q3","RNX69Q4","RNX70Q1","RNX70Q2","RNX70Q3","RNX70Q4","RNX71Q1","RNX71Q2","RNX71Q3","RNX71Q4","RNX72Q1","RNX72Q2","RNX72Q3","RNX72Q4","RNX73Q1","RNX73Q2","RNX73Q3","RNX73Q4","RNX74Q1","RNX74Q2","RNX74Q3","RNX74Q4","RNX75Q1","RNX75Q2","RNX75Q3","RNX75Q4","RNX76Q1","RNX76Q2","RNX76Q3","RNX76Q4","RNX77Q1","RNX77Q2","RNX77Q3","RNX77Q4","RNX78Q1","RNX78Q2","RNX78Q3","RNX78Q4","RNX79Q1","RNX79Q2","RNX79Q3","RNX79Q4","RNX80Q1","RNX80Q2","RNX80Q3","RNX80Q4","RNX81Q1","RNX81Q2","RNX81Q3","RNX81Q4","RNX82Q1","RNX82Q2","RNX82Q3","RNX82Q4","RNX83Q1","RNX83Q2","RNX83Q3","RNX83Q4","RNX84Q1","RNX84Q2","RNX84Q3","RNX84Q4","RNX85Q1","RNX85Q2","RNX85Q3","RNX85Q4","RNX86Q1","RNX86Q2","RNX86Q3","RNX86Q4","RNX87Q1","RNX87Q2","RNX87Q3","RNX87Q4","RNX88Q1","RNX88Q2","RNX88Q3","RNX88Q4","RNX89Q1","RNX89Q2","RNX89Q3","RNX89Q4","RNX90Q1","RNX90Q2","RNX90Q3","RNX90Q4","RNX91Q1","RNX91Q2","RNX91Q3","RNX91Q4","RNX92Q1","RNX92Q2","RNX92Q3","RNX92Q4","RNX93Q1","RNX93Q2","RNX93Q3","RNX93Q4","RNX94Q1","RNX94Q2","RNX94Q3","RNX94Q4","RNX95Q1","RNX95Q2","RNX95Q3","RNX95Q4","RNX96Q1","RNX96Q2","RNX96Q3","RNX96Q4","RNX97Q1","RNX97Q2","RNX97Q3","RNX97Q4","RNX98Q1","RNX98Q2","RNX98Q3","RNX98Q4","RNX99Q1","RNX99Q2","RNX99Q3","RNX99Q4","RNX00Q1","RNX00Q2","RNX00Q3","RNX00Q4","RNX01Q1","RNX01Q2","RNX01Q3","RNX01Q4","RNX02Q1","RNX02Q2","RNX02Q3","RNX02Q4","RNX03Q1","RNX03Q2","RNX03Q3","RNX03Q4","RNX04Q1","RNX04Q2","RNX04Q3","RNX04Q4","RNX05Q1","RNX05Q2","RNX05Q3","RNX05Q4","RNX06Q1","RNX06Q2","RNX06Q3","RNX06Q4","RNX07Q1","RNX07Q2","RNX07Q3","RNX07Q4","RNX08Q1","RNX08Q2","RNX08Q3","RNX08Q4","RNX09Q1","RNX09Q2","RNX09Q3","RNX09Q4","RNX10Q1","RNX10Q2","RNX10Q3","RNX10Q4","RNX11Q1","RNX11Q2","RNX11Q3","RNX11Q4","RNX12Q1","RNX12Q2","RNX12Q3","RNX12Q4","RNX13Q1","RNX13Q2","RNX13Q3","RNX13Q4","RNX14Q1","RNX14Q2","RNX14Q3","RNX14Q4","RNX15Q1","RNX15Q2"
"1980:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","20.8","25.0","25.0","50.1","50.1","50.1","50.1","50.1","50.1","50.5","50.5","50.5","50.5","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","11.1","11.1","11.1","11.1","11.1","11.1","11.1","11.1","11.1","11.1","11.1","11.1","11.1","11.1","11.1","11.1","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-20.0","-22.6","-22.6","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-31.4","-31.4","-31.4","-31.4","-28.3","-28.3","-28.3","-28.3"
"1980:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","29.3","28.3","51.7","51.7","51.7","51.7","51.7","51.7","53.2","53.2","53.2","53.2","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","9.3","9.3","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","4.7","4.7","4.7","4.7","7.7","7.7","7.7","7.7"
"1980:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","31.6","57.6","57.6","57.6","57.6","57.6","57.6","53.1","53.1","53.1","53.1","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","31.6","31.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","30.6","30.6","30.6","30.6","33.6","33.6","33.6","33.6"
"1980:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","52.9","48.5","48.5","48.5","48.5","48.5","45.6","45.6","45.6","45.6","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","13.5","13.5","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","9.8","9.8","9.8","9.8","12.8","12.8","12.8","12.8"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","51.8","50.9","50.9","50.9","50.9","48.2","48.2","48.2","48.2","48.3","48.3","48.3","48.3","48.8","48.8","48.8","48.8","48.8","48.8","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","8.3","8.3","8.3","8.3","8.3","8.3","8.3","8.3","8.3","8.3","8.3","8.3","8.3","8.3","8.3","5.7","5.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","1.3","1.3","1.3","1.3","4.4","4.4","4.4","4.4"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","46.0","46.2","46.2","46.2","44.2","44.2","44.2","44.2","44.1","44.1","44.1","44.1","44.8","44.8","44.8","44.8","44.8","44.8","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","7.0","7.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","2.8","2.8","2.8","2.8","5.9","5.9","5.9","5.9"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","39.5","43.2","43.2","39.2","39.2","39.2","39.2","39.8","39.8","39.8","39.8","40.6","40.6","40.6","40.6","40.6","40.6","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","3.6","3.6","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","-1.0","-1.0","-1.0","-1.0","2.0","2.0","2.0","2.0"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","36.7","39.2","36.5","36.5","36.5","36.5","39.9","39.9","39.9","39.9","41.2","41.2","41.2","41.2","41.2","41.2","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-3.0","-3.0","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","-5.5","-5.5","-5.5","-5.5","-5.5","-5.5","-5.5","-5.5","-5.5","-5.5","-5.5","-5.5","-5.5","-5.5","-5.5","-5.5","-10.1","-10.1","-10.1","-10.1","-6.9","-6.9","-6.9","-6.9"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","37.8","36.9","36.9","36.9","36.9","35.2","35.2","35.2","35.2","34.9","34.9","34.9","34.9","34.9","34.9","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-6.8","-6.8","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-15.4","-15.4","-15.4","-15.4","-12.3","-12.3","-12.3","-12.3"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","35.6","35.7","35.7","35.7","33.4","33.4","33.4","33.4","34.1","34.1","34.1","34.1","34.1","34.1","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6","0.9","0.9","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","-2.8","-2.8","-2.8","-2.8","-2.8","-2.8","-2.8","-2.8","-2.9","-2.9","-2.9","-2.9","-2.9","-2.9","-2.9","-2.9","-7.0","-7.0","-7.0","-7.0","-4.1","-4.1","-4.1","-4.1"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","30.7","27.5","27.5","24.0","24.0","24.0","24.0","25.7","25.7","25.7","25.7","25.7","25.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-26.5","-26.5","-26.5","-26.5","-26.5","-26.5","-26.5","-26.5","-26.5","-26.5","-26.5","-26.5","-26.5","-26.5","-26.5","-28.8","-28.8","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-33.9","-33.9","-33.9","-33.9","-33.9","-33.9","-33.9","-33.9","-33.9","-33.9","-33.9","-33.9","-33.9","-33.9","-33.9","-33.9","-40.1","-40.1","-40.1","-40.1","-37.3","-37.3","-37.3","-37.3"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","21.1","27.2","23.0","23.0","23.0","23.0","24.1","24.1","24.1","24.1","24.1","24.1","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-27.3","-27.3","-27.3","-27.3","-27.3","-27.3","-27.3","-27.3","-27.3","-27.3","-27.3","-27.3","-27.3","-27.3","-27.3","-29.2","-29.2","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-40.9","-40.9","-40.9","-40.9","-38.1","-38.1","-38.1","-38.1"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","24.0","20.5","20.5","20.5","20.5","22.9","22.9","22.9","22.9","22.9","22.9","22.5","22.5","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","-28.0","-28.0","-28.0","-28.0","-28.0","-28.0","-28.0","-28.0","-28.0","-28.0","-28.0","-28.0","-28.0","-28.0","-28.0","-28.0","-29.8","-29.8","-29.8","-29.8","-29.8","-29.8","-29.8","-29.8","-29.8","-29.8","-29.8","-29.8","-29.8","-29.8","-29.8","-32.1","-32.1","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-37.6","-37.6","-37.6","-37.6","-37.6","-37.6","-37.6","-37.6","-37.6","-37.6","-37.6","-37.6","-37.6","-37.6","-37.6","-37.6","-44.0","-44.0","-44.0","-44.0","-41.2","-41.2","-41.2","-41.2"
