"DATE","NOUTPUT65Q4","NOUTPUT66Q1","NOUTPUT66Q2","NOUTPUT66Q3","NOUTPUT66Q4","NOUTPUT67Q1","NOUTPUT67Q2","NOUTPUT67Q3","NOUTPUT67Q4","NOUTPUT68Q1","NOUTPUT68Q2","NOUTPUT68Q3","NOUTPUT68Q4","NOUTPUT69Q1","NOUTPUT69Q2","NOUTPUT69Q3","NOUTPUT69Q4","NOUTPUT70Q1","NOUTPUT70Q2","NOUTPUT70Q3","NOUTPUT70Q4","NOUTPUT71Q1","NOUTPUT71Q2","NOUTPUT71Q3","NOUTPUT71Q4","NOUTPUT72Q1","NOUTPUT72Q2","NOUTPUT72Q3","NOUTPUT72Q4","NOUTPUT73Q1","NOUTPUT73Q2","NOUTPUT73Q3","NOUTPUT73Q4","NOUTPUT74Q1","NOUTPUT74Q2","NOUTPUT74Q3","NOUTPUT74Q4","NOUTPUT75Q1","NOUTPUT75Q2","NOUTPUT75Q3","NOUTPUT75Q4","NOUTPUT76Q1","NOUTPUT76Q2","NOUTPUT76Q3","NOUTPUT76Q4","NOUTPUT77Q1","NOUTPUT77Q2","NOUTPUT77Q3","NOUTPUT77Q4","NOUTPUT78Q1","NOUTPUT78Q2","NOUTPUT78Q3","NOUTPUT78Q4","NOUTPUT79Q1","NOUTPUT79Q2","NOUTPUT79Q3","NOUTPUT79Q4","NOUTPUT80Q1","NOUTPUT80Q2","NOUTPUT80Q3","NOUTPUT80Q4","NOUTPUT81Q1","NOUTPUT81Q2","NOUTPUT81Q3","NOUTPUT81Q4","NOUTPUT82Q1","NOUTPUT82Q2","NOUTPUT82Q3","NOUTPUT82Q4","NOUTPUT83Q1","NOUTPUT83Q2","NOUTPUT83Q3","NOUTPUT83Q4","NOUTPUT84Q1","NOUTPUT84Q2","NOUTPUT84Q3","NOUTPUT84Q4","NOUTPUT85Q1","NOUTPUT85Q2","NOUTPUT85Q3","NOUTPUT85Q4","NOUTPUT86Q1","NOUTPUT86Q2","NOUTPUT86Q3","NOUTPUT86Q4","NOUTPUT87Q1","NOUTPUT87Q2","NOUTPUT87Q3","NOUTPUT87Q4","NOUTPUT88Q1","NOUTPUT88Q2","NOUTPUT88Q3","NOUTPUT88Q4","NOUTPUT89Q1","NOUTPUT89Q2","NOUTPUT89Q3","NOUTPUT89Q4","NOUTPUT90Q1","NOUTPUT90Q2","NOUTPUT90Q3","NOUTPUT90Q4","NOUTPUT91Q1","NOUTPUT91Q2","NOUTPUT91Q3","NOUTPUT91Q4","NOUTPUT92Q1","NOUTPUT92Q2","NOUTPUT92Q3","NOUTPUT92Q4","NOUTPUT93Q1","NOUTPUT93Q2","NOUTPUT93Q3","NOUTPUT93Q4","NOUTPUT94Q1","NOUTPUT94Q2","NOUTPUT94Q3","NOUTPUT94Q4","NOUTPUT95Q1","NOUTPUT95Q2","NOUTPUT95Q3","NOUTPUT95Q4","NOUTPUT96Q1","NOUTPUT96Q2","NOUTPUT96Q3","NOUTPUT96Q4","NOUTPUT97Q1","NOUTPUT97Q2","NOUTPUT97Q3","NOUTPUT97Q4","NOUTPUT98Q1","NOUTPUT98Q2","NOUTPUT98Q3","NOUTPUT98Q4","NOUTPUT99Q1","NOUTPUT99Q2","NOUTPUT99Q3","NOUTPUT99Q4","NOUTPUT00Q1","NOUTPUT00Q2","NOUTPUT00Q3","NOUTPUT00Q4","NOUTPUT01Q1","NOUTPUT01Q2","NOUTPUT01Q3","NOUTPUT01Q4","NOUTPUT02Q1","NOUTPUT02Q2","NOUTPUT02Q3","NOUTPUT02Q4","NOUTPUT03Q1","NOUTPUT03Q2","NOUTPUT03Q3","NOUTPUT03Q4","NOUTPUT04Q1","NOUTPUT04Q2","NOUTPUT04Q3","NOUTPUT04Q4","NOUTPUT05Q1","NOUTPUT05Q2","NOUTPUT05Q3","NOUTPUT05Q4","NOUTPUT06Q1","NOUTPUT06Q2","NOUTPUT06Q3","NOUTPUT06Q4","NOUTPUT07Q1","NOUTPUT07Q2","NOUTPUT07Q3","NOUTPUT07Q4","NOUTPUT08Q1","NOUTPUT08Q2","NOUTPUT08Q3","NOUTPUT08Q4","NOUTPUT09Q1","NOUTPUT09Q2","NOUTPUT09Q3","NOUTPUT09Q4","NOUTPUT10Q1","NOUTPUT10Q2","NOUTPUT10Q3","NOUTPUT10Q4","NOUTPUT11Q1","NOUTPUT11Q2","NOUTPUT11Q3","NOUTPUT11Q4","NOUTPUT12Q1","NOUTPUT12Q2","NOUTPUT12Q3","NOUTPUT12Q4","NOUTPUT13Q1","NOUTPUT13Q2","NOUTPUT13Q3","NOUTPUT13Q4","NOUTPUT14Q1","NOUTPUT14Q2","NOUTPUT14Q3","NOUTPUT14Q4","NOUTPUT15Q1","NOUTPUT15Q2"
"1975:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1433.4","1440.9","1460.6","1460.6","1482.3","1482.3","1482.3","1482.3","1496.6","1496.6","1496.6","1496.6","1498.6","1498.6","1498.6","1498.6","1498.6","1498.6","1498.6","1498.6","1498.6","1498.6","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1516.7","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1563.5","1552.1","1552.1","1552.1","1552.1","1552.1","1552.1","1552.1","1552.1","1552.1","1552.1","1552.1","1552.1","1552.1","1552.1","1552.1","1552.1","1596.4","1596.4","1596.4","1596.4","1596.4","1597.8","1597.8","1597.8","1597.8","1597.8","1597.8","1597.8","1597.8","1597.8","1597.8","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1603.1","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4"
"1975:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1497.8","1528.5","1528.5","1548.7","1548.7","1548.7","1548.7","1564.9","1564.9","1564.9","1564.9","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1627.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1657.3","1657.3","1657.3","1657.3","1657.3","1657.1","1657.1","1657.1","1657.1","1657.1","1657.1","1657.1","1657.1","1657.1","1657.1","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1659.9","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1663.1","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8"
"1975:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1573.2","1572.9","1588.2","1588.2","1588.2","1588.2","1600.7","1600.7","1600.7","1600.7","1598.0","1598.0","1598.0","1598.0","1598.0","1598.0","1598.0","1598.0","1598.0","1598.0","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1621.8","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1709.1","1709.1","1709.1","1709.1","1709.1","1707.3","1707.3","1707.3","1707.3","1707.3","1707.3","1707.3","1707.3","1707.3","1707.3","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1710.5","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1714.6","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9"
"1976:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1616.3","1636.2","1636.2","1636.2","1636.2","1651.2","1651.2","1651.2","1651.2","1649.7","1649.7","1649.7","1649.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1672.0","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1730.9","1717.8","1717.8","1717.8","1717.8","1717.8","1717.8","1717.8","1717.8","1717.8","1717.8","1717.8","1717.8","1717.8","1717.8","1717.8","1717.8","1767.4","1767.4","1767.4","1767.4","1767.4","1767.3","1767.3","1767.3","1767.3","1767.3","1767.3","1767.3","1767.3","1767.3","1767.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1772.6","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5"
"1976:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1673.0","1675.2","1675.2","1675.2","1691.9","1691.9","1691.9","1691.9","1685.4","1685.4","1685.4","1685.4","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1698.6","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1761.8","1746.4","1746.4","1746.4","1746.4","1746.4","1746.4","1746.4","1746.4","1746.4","1746.4","1746.4","1746.4","1746.4","1746.4","1746.4","1746.4","1797.1","1797.1","1797.1","1797.1","1797.1","1797.9","1797.9","1797.9","1797.9","1797.9","1797.9","1797.9","1797.9","1797.9","1797.9","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1803.1","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.9","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9"
"1976:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1709.7","1709.8","1709.8","1727.3","1727.3","1727.3","1727.3","1715.6","1715.6","1715.6","1715.6","1715.8","1715.8","1715.8","1715.8","1715.8","1715.8","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1729.0","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1794.7","1779.9","1779.9","1779.9","1779.9","1779.9","1779.9","1779.9","1779.9","1779.9","1779.9","1779.9","1779.9","1779.9","1779.9","1779.9","1779.9","1830.5","1830.5","1830.5","1830.5","1830.5","1830.4","1830.4","1830.4","1830.4","1830.4","1830.4","1830.4","1830.4","1830.4","1830.4","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1837.0","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1838.3","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5"
"1976:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1748.5","1745.1","1755.4","1755.4","1755.4","1755.4","1749.8","1749.8","1749.8","1749.8","1756.1","1756.1","1756.1","1756.1","1756.1","1756.1","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1772.5","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1843.7","1829.6","1829.6","1829.6","1829.6","1829.6","1829.6","1829.6","1829.6","1829.6","1829.6","1829.6","1829.6","1829.6","1829.6","1829.6","1829.6","1880.8","1880.8","1880.8","1880.8","1880.8","1880.3","1880.3","1880.3","1880.3","1880.3","1880.3","1880.3","1880.3","1880.3","1880.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1885.3","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4"
"1977:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1792.5","1810.8","1810.8","1810.8","1810.8","1806.8","1806.8","1806.8","1806.8","1820.2","1820.2","1820.2","1820.2","1820.2","1820.2","1839.1","1839.1","1839.1","1839.1","1839.1","1839.1","1834.8","1834.8","1834.8","1834.8","1834.8","1834.8","1834.8","1834.8","1834.8","1834.8","1834.8","1834.8","1834.8","1834.8","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1881.7","1881.7","1881.7","1881.7","1881.7","1881.7","1881.7","1881.7","1881.7","1881.7","1881.7","1881.7","1881.7","1881.7","1881.7","1881.7","1933.4","1933.4","1933.4","1933.4","1933.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.1","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1939.3","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5"
"1977:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1869.0","1869.9","1869.9","1869.9","1867.0","1867.0","1867.0","1867.0","1876.0","1876.0","1876.0","1876.0","1876.0","1876.0","1893.9","1893.9","1893.9","1893.9","1893.9","1893.9","1895.1","1895.1","1895.1","1895.1","1895.1","1895.1","1895.1","1895.1","1895.1","1895.1","1895.1","1895.1","1895.1","1895.1","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1968.9","1952.9","1952.9","1952.9","1952.9","1952.9","1952.9","1952.9","1952.9","1952.9","1952.9","1952.9","1952.9","1952.9","1952.9","1952.9","1952.9","2005.3","2005.3","2005.3","2005.3","2005.3","2005.1","2005.1","2005.1","2005.1","2005.1","2005.1","2005.1","2005.1","2005.1","2005.1","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.6","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2"
"1977:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1911.3","1915.9","1915.9","1916.8","1916.8","1916.8","1916.8","1930.5","1930.5","1930.5","1930.5","1930.5","1930.5","1950.4","1950.4","1950.4","1950.4","1950.4","1950.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2031.6","2015.1","2015.1","2015.1","2015.1","2015.1","2015.1","2015.1","2015.1","2015.1","2015.1","2015.1","2015.1","2015.1","2015.1","2015.1","2015.1","2067.5","2067.5","2067.5","2067.5","2067.5","2063.2","2063.2","2063.2","2063.2","2063.2","2063.2","2063.2","2063.2","2063.2","2063.2","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2067.5","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.8","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4"
"1977:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1965.1","1961.8","1958.1","1958.1","1958.1","1958.1","1971.3","1971.3","1971.3","1971.3","1971.3","1971.3","1988.6","1988.6","1988.6","1988.6","1988.6","1988.6","1988.9","1988.9","1988.9","1988.9","1988.9","1988.9","1988.9","1988.9","1988.9","1988.9","1988.9","1988.9","1988.9","1988.9","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2062.4","2046.8","2046.8","2046.8","2046.8","2046.8","2046.8","2046.8","2046.8","2046.8","2046.8","2046.8","2046.8","2046.8","2046.8","2046.8","2046.8","2101.2","2101.2","2101.2","2101.2","2101.2","2104.7","2104.7","2104.7","2104.7","2104.7","2104.7","2104.7","2104.7","2104.7","2104.7","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2112.4","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2111.6","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7"
