"DATE","NPI65Q4","NPI66Q1","NPI66Q2","NPI66Q3","NPI66Q4","NPI67Q1","NPI67Q2","NPI67Q3","NPI67Q4","NPI68Q1","NPI68Q2","NPI68Q3","NPI68Q4","NPI69Q1","NPI69Q2","NPI69Q3","NPI69Q4","NPI70Q1","NPI70Q2","NPI70Q3","NPI70Q4","NPI71Q1","NPI71Q2","NPI71Q3","NPI71Q4","NPI72Q1","NPI72Q2","NPI72Q3","NPI72Q4","NPI73Q1","NPI73Q2","NPI73Q3","NPI73Q4","NPI74Q1","NPI74Q2","NPI74Q3","NPI74Q4","NPI75Q1","NPI75Q2","NPI75Q3","NPI75Q4","NPI76Q1","NPI76Q2","NPI76Q3","NPI76Q4","NPI77Q1","NPI77Q2","NPI77Q3","NPI77Q4","NPI78Q1","NPI78Q2","NPI78Q3","NPI78Q4","NPI79Q1","NPI79Q2","NPI79Q3","NPI79Q4","NPI80Q1","NPI80Q2","NPI80Q3","NPI80Q4","NPI81Q1","NPI81Q2","NPI81Q3","NPI81Q4","NPI82Q1","NPI82Q2","NPI82Q3","NPI82Q4","NPI83Q1","NPI83Q2","NPI83Q3","NPI83Q4","NPI84Q1","NPI84Q2","NPI84Q3","NPI84Q4","NPI85Q1","NPI85Q2","NPI85Q3","NPI85Q4","NPI86Q1","NPI86Q2","NPI86Q3","NPI86Q4","NPI87Q1","NPI87Q2","NPI87Q3","NPI87Q4","NPI88Q1","NPI88Q2","NPI88Q3","NPI88Q4","NPI89Q1","NPI89Q2","NPI89Q3","NPI89Q4","NPI90Q1","NPI90Q2","NPI90Q3","NPI90Q4","NPI91Q1","NPI91Q2","NPI91Q3","NPI91Q4","NPI92Q1","NPI92Q2","NPI92Q3","NPI92Q4","NPI93Q1","NPI93Q2","NPI93Q3","NPI93Q4","NPI94Q1","NPI94Q2","NPI94Q3","NPI94Q4","NPI95Q1","NPI95Q2","NPI95Q3","NPI95Q4","NPI96Q1","NPI96Q2","NPI96Q3","NPI96Q4","NPI97Q1","NPI97Q2","NPI97Q3","NPI97Q4","NPI98Q1","NPI98Q2","NPI98Q3","NPI98Q4","NPI99Q1","NPI99Q2","NPI99Q3","NPI99Q4","NPI00Q1","NPI00Q2","NPI00Q3","NPI00Q4","NPI01Q1","NPI01Q2","NPI01Q3","NPI01Q4","NPI02Q1","NPI02Q2","NPI02Q3","NPI02Q4","NPI03Q1","NPI03Q2","NPI03Q3","NPI03Q4","NPI04Q1","NPI04Q2","NPI04Q3","NPI04Q4","NPI05Q1","NPI05Q2","NPI05Q3","NPI05Q4","NPI06Q1","NPI06Q2","NPI06Q3","NPI06Q4","NPI07Q1","NPI07Q2","NPI07Q3","NPI07Q4","NPI08Q1","NPI08Q2","NPI08Q3","NPI08Q4","NPI09Q1","NPI09Q2","NPI09Q3","NPI09Q4","NPI10Q1","NPI10Q2","NPI10Q3","NPI10Q4","NPI11Q1","NPI11Q2","NPI11Q3","NPI11Q4","NPI12Q1","NPI12Q2","NPI12Q3","NPI12Q4","NPI13Q1","NPI13Q2","NPI13Q3","NPI13Q4","NPI14Q1","NPI14Q2","NPI14Q3","NPI14Q4","NPI15Q1","NPI15Q2"
"1974:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1165.9","1168.2","1168.2","1168.2","1168.2","1171.6","1171.6","1172.5","1172.5","1172.5","1172.5","1174.3","1174.3","1174.3","1174.3","1174.3","1174.3","1174.3","1174.3","1174.3","1174.3","1174.3","1174.3","1174.3","1174.3","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1187.4","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1228.5","1223.9","1223.9","1223.9","1223.9","1223.9","1223.9","1223.9","1223.9","1223.9","1223.9","1223.9","1223.9","1223.9","1223.9","1223.9","1223.9","1231.6","1231.6","1231.6","1231.6","1231.6","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","#N/A","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","#N/A","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1266.6","1266.6","1266.6","1266.6","1266.6","1266.6","1266.6","1266.6"
"1974:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1186.4","1186.9","1186.9","1186.9","1194.8","1194.8","1194.1","1194.1","1194.1","1194.1","1194.7","1194.7","1194.7","1194.7","1194.7","1194.7","1194.7","1194.7","1194.7","1194.7","1194.7","1194.7","1194.7","1194.7","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1250.6","1247.7","1247.7","1247.7","1247.7","1247.7","1247.7","1247.7","1247.7","1247.7","1247.7","1247.7","1247.7","1247.7","1247.7","1247.7","1247.7","1254.1","1254.1","1254.1","1254.1","1254.1","1254.2","1254.2","1254.2","1254.2","1254.2","1254.2","1254.2","1254.2","1254.2","1254.2","#N/A","1268.2","1268.2","1268.2","1268.2","1268.2","1268.2","1268.2","1268.2","1268.2","1268.2","1268.2","1268.2","1268.2","1268.2","1268.2","1268.2","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","#N/A","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1296.0","1296.0","1296.0","1296.0","1296.0","1296.0","1296.0","1296.0"
"1975:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1193.0","1193.4","1193.4","1203.6","1203.6","1203.1","1203.1","1203.1","1203.1","1205.1","1205.1","1205.1","1205.1","1204.9","1204.9","1204.9","1204.9","1204.9","1204.9","1204.9","1204.9","1204.9","1204.9","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1214.2","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1260.0","1255.1","1255.1","1255.1","1255.1","1255.1","1255.1","1255.1","1255.1","1255.1","1255.1","1255.1","1255.1","1255.1","1255.1","1255.1","1255.1","1263.4","1263.4","1263.4","1263.4","1263.4","1267.4","1267.4","1267.4","1267.4","1267.4","1267.4","1267.4","1267.4","1267.4","1267.4","#N/A","1281.0","1281.0","1281.0","1281.0","1281.0","1281.0","1281.0","1281.0","1281.0","1281.0","1281.0","1281.0","1281.0","1281.0","1281.0","1281.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","1284.0","#N/A","1283.9","1283.9","1283.9","1283.9","1283.9","1283.9","1283.9","1283.9","1283.9","1283.9","1283.9","1283.9","1283.9","1283.9","1283.9","1315.9","1315.9","1315.9","1315.9","1315.9","1315.9","1315.9","1315.9"
"1975:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1220.8","1220.5","1223.8","1223.8","1230.3","1230.3","1230.3","1230.3","1234.7","1234.7","1234.7","1234.7","1237.5","1237.5","1237.5","1237.5","1237.5","1237.5","1237.5","1237.5","1237.5","1237.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1247.5","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1292.0","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1293.2","1293.2","1293.2","1293.2","1293.2","1298.0","1298.0","1298.0","1298.0","1298.0","1298.0","1298.0","1298.0","1298.0","1298.0","#N/A","1310.9","1310.9","1310.9","1310.9","1310.9","1310.9","1310.9","1310.9","1310.9","1310.9","1310.9","1310.9","1310.9","1310.9","1310.9","1310.9","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","1314.2","#N/A","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1347.5","1347.5","1347.5","1347.5","1347.5","1347.5","1347.5","1347.5"
"1975:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1255.0","1261.7","1261.7","1265.5","1265.5","1265.5","1265.5","1269.7","1269.7","1269.7","1269.7","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1283.5","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1324.8","1324.8","1324.8","1324.8","1324.8","1324.8","1324.8","1324.8","1324.8","1324.8","1324.8","1324.8","1324.8","1324.8","1324.8","1324.8","1332.8","1332.8","1332.8","1332.8","1332.8","1336.0","1336.0","1336.0","1336.0","1336.0","1336.0","1336.0","1336.0","1336.0","1336.0","#N/A","1348.4","1348.4","1348.4","1348.4","1348.4","1348.4","1348.4","1348.4","1348.4","1348.4","1348.4","1348.4","1348.4","1348.4","1348.4","1348.4","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","1351.9","#N/A","1351.7","1351.7","1351.7","1351.7","1351.7","1351.7","1351.7","1351.7","1351.7","1351.7","1351.7","1351.7","1351.7","1351.7","1351.7","1384.1","1384.1","1384.1","1384.1","1384.1","1384.1","1384.1","1384.1"
"1975:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1294.8","1294.5","1299.7","1299.7","1299.7","1299.7","1304.0","1304.0","1304.0","1304.0","1305.4","1305.4","1305.4","1305.4","1305.4","1305.4","1305.4","1305.4","1305.4","1305.4","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1314.6","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1369.4","1364.5","1364.5","1364.5","1364.5","1364.5","1364.5","1364.5","1364.5","1364.5","1364.5","1364.5","1364.5","1364.5","1364.5","1364.5","1364.5","1372.8","1372.8","1372.8","1372.8","1372.8","1374.6","1374.6","1374.6","1374.6","1374.6","1374.6","1374.6","1374.6","1374.6","1374.6","#N/A","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","1390.1","#N/A","1389.9","1389.9","1389.9","1389.9","1389.9","1389.9","1389.9","1389.9","1389.9","1389.9","1389.9","1389.9","1389.9","1389.9","1389.9","1420.0","1420.0","1420.0","1420.0","1420.0","1420.0","1420.0","1420.0"
"1976:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1324.4","1331.3","1331.3","1331.3","1331.3","1338.1","1338.1","1338.1","1338.1","1336.9","1336.9","1336.9","1336.9","1336.9","1336.9","1336.9","1336.9","1336.9","1336.9","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1348.5","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1400.7","1400.7","1400.7","1400.7","1400.7","1400.7","1400.7","1400.7","1400.7","1400.7","1400.7","1400.7","1400.7","1400.7","1400.7","1400.7","1407.4","1407.4","1407.4","1407.4","1407.4","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","#N/A","1424.6","1424.6","1424.6","1424.6","1424.6","1424.6","1424.6","1424.6","1424.6","1424.6","1424.6","1424.6","1424.6","1424.6","1424.6","1424.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","#N/A","1425.4","1425.4","1425.4","1425.4","1425.4","1425.4","1425.4","1425.4","1425.4","1425.4","1425.4","1425.4","1425.4","1425.4","1425.4","1452.6","1452.6","1452.6","1452.6","1452.6","1452.6","1452.6","1452.6"
"1976:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1361.4","1362.0","1362.0","1362.0","1366.7","1366.7","1366.7","1366.7","1363.2","1363.2","1363.2","1363.2","1363.7","1363.7","1363.7","1363.7","1363.7","1363.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1373.7","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1426.4","1426.4","1426.4","1426.4","1426.4","1426.4","1426.4","1426.4","1426.4","1426.4","1426.4","1426.4","1426.4","1426.4","1426.4","1426.4","1433.9","1433.9","1433.9","1433.9","1433.9","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","#N/A","1453.2","1453.2","1453.2","1453.2","1453.2","1453.2","1453.2","1453.2","1453.2","1453.2","1453.2","1453.2","1453.2","1453.2","1453.2","1453.2","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","#N/A","1453.4","1453.4","1453.4","1453.4","1453.4","1453.4","1453.4","1453.4","1453.4","1453.4","1453.4","1453.4","1453.4","1453.4","1453.4","1477.0","1477.0","1477.0","1477.0","1477.0","1477.0","1477.0","1477.0"
"1976:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1386.2","1386.0","1386.0","1393.9","1393.9","1393.9","1393.9","1392.8","1392.8","1392.8","1392.8","1393.9","1393.9","1393.9","1393.9","1393.9","1393.9","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1404.2","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1465.7","1460.5","1460.5","1460.5","1460.5","1460.5","1460.5","1460.5","1460.5","1460.5","1460.5","1460.5","1460.5","1460.5","1460.5","1460.5","1460.5","1471.4","1471.4","1471.4","1471.4","1471.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","#N/A","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","1491.5","#N/A","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1513.5","1513.5","1513.5","1513.5","1513.5","1513.5","1513.5","1513.5"
"1976:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1422.1","1421.7","1432.2","1432.2","1432.2","1432.2","1430.5","1430.5","1430.5","1430.5","1432.0","1432.0","1432.0","1432.0","1432.0","1432.0","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1438.4","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1502.8","1497.6","1497.6","1497.6","1497.6","1497.6","1497.6","1497.6","1497.6","1497.6","1497.6","1497.6","1497.6","1497.6","1497.6","1497.6","1497.6","1508.8","1508.8","1508.8","1508.8","1508.8","1512.5","1512.5","1512.5","1512.5","1512.5","1512.5","1512.5","1512.5","1512.5","1512.5","#N/A","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","1528.5","#N/A","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1549.3","1549.3","1549.3","1549.3","1549.3","1549.3","1549.3","1549.3"
"1977:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1462.8","1476.8","1476.8","1476.8","1476.8","1470.7","1470.7","1470.7","1470.7","1472.5","1472.5","1472.5","1472.5","1472.5","1472.5","1476.3","1476.3","1476.3","1476.3","1476.3","1476.3","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1476.9","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1541.0","1534.6","1534.6","1534.6","1534.6","1534.6","1534.6","1534.6","1534.6","1534.6","1534.6","1534.6","1534.6","1534.6","1534.6","1534.6","1534.6","1544.8","1544.8","1544.8","1544.8","1544.8","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","#N/A","1569.7","1569.7","1569.7","1569.7","1569.7","1569.7","1569.7","1569.7","1569.7","1569.7","1569.7","1569.7","1569.7","1569.7","1569.7","1569.7","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","1561.0","#N/A","1559.9","1559.9","1559.9","1559.9","1559.9","1559.9","1559.9","1559.9","1559.9","1559.9","1559.9","1559.9","1559.9","1559.9","1559.9","1579.6","1579.6","1579.6","1579.6","1579.6","1579.6","1579.6","1579.6"
"1977:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1520.1","1517.2","1517.2","1517.2","1508.6","1508.6","1508.6","1508.6","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0","1513.8","1513.8","1513.8","1513.8","1513.8","1513.8","1514.5","1514.5","1514.5","1514.5","1514.5","1514.5","1514.5","1514.5","1514.5","1514.5","1514.5","1514.5","1514.5","1514.5","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1583.2","1575.0","1575.0","1575.0","1575.0","1575.0","1575.0","1575.0","1575.0","1575.0","1575.0","1575.0","1575.0","1575.0","1575.0","1575.0","1575.0","1585.1","1585.1","1585.1","1585.1","1585.1","1589.4","1589.4","1589.4","1589.4","1589.4","1589.4","1589.4","1589.4","1589.4","1589.4","#N/A","1610.4","1610.4","1610.4","1610.4","1610.4","1610.4","1610.4","1610.4","1610.4","1610.4","1610.4","1610.4","1610.4","1610.4","1610.4","1610.4","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","1606.6","#N/A","1606.1","1606.1","1606.1","1606.1","1606.1","1606.1","1606.1","1606.1","1606.1","1606.1","1606.1","1606.1","1606.1","1606.1","1606.1","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9"
