"DATE","SSCONTRIB65Q4","SSCONTRIB66Q1","SSCONTRIB66Q2","SSCONTRIB66Q3","SSCONTRIB66Q4","SSCONTRIB67Q1","SSCONTRIB67Q2","SSCONTRIB67Q3","SSCONTRIB67Q4","SSCONTRIB68Q1","SSCONTRIB68Q2","SSCONTRIB68Q3","SSCONTRIB68Q4","SSCONTRIB69Q1","SSCONTRIB69Q2","SSCONTRIB69Q3","SSCONTRIB69Q4","SSCONTRIB70Q1","SSCONTRIB70Q2","SSCONTRIB70Q3","SSCONTRIB70Q4","SSCONTRIB71Q1","SSCONTRIB71Q2","SSCONTRIB71Q3","SSCONTRIB71Q4","SSCONTRIB72Q1","SSCONTRIB72Q2","SSCONTRIB72Q3","SSCONTRIB72Q4","SSCONTRIB73Q1","SSCONTRIB73Q2","SSCONTRIB73Q3","SSCONTRIB73Q4","SSCONTRIB74Q1","SSCONTRIB74Q2","SSCONTRIB74Q3","SSCONTRIB74Q4","SSCONTRIB75Q1","SSCONTRIB75Q2","SSCONTRIB75Q3","SSCONTRIB75Q4","SSCONTRIB76Q1","SSCONTRIB76Q2","SSCONTRIB76Q3","SSCONTRIB76Q4","SSCONTRIB77Q1","SSCONTRIB77Q2","SSCONTRIB77Q3","SSCONTRIB77Q4","SSCONTRIB78Q1","SSCONTRIB78Q2","SSCONTRIB78Q3","SSCONTRIB78Q4","SSCONTRIB79Q1","SSCONTRIB79Q2","SSCONTRIB79Q3","SSCONTRIB79Q4","SSCONTRIB80Q1","SSCONTRIB80Q2","SSCONTRIB80Q3","SSCONTRIB80Q4","SSCONTRIB81Q1","SSCONTRIB81Q2","SSCONTRIB81Q3","SSCONTRIB81Q4","SSCONTRIB82Q1","SSCONTRIB82Q2","SSCONTRIB82Q3","SSCONTRIB82Q4","SSCONTRIB83Q1","SSCONTRIB83Q2","SSCONTRIB83Q3","SSCONTRIB83Q4","SSCONTRIB84Q1","SSCONTRIB84Q2","SSCONTRIB84Q3","SSCONTRIB84Q4","SSCONTRIB85Q1","SSCONTRIB85Q2","SSCONTRIB85Q3","SSCONTRIB85Q4","SSCONTRIB86Q1","SSCONTRIB86Q2","SSCONTRIB86Q3","SSCONTRIB86Q4","SSCONTRIB87Q1","SSCONTRIB87Q2","SSCONTRIB87Q3","SSCONTRIB87Q4","SSCONTRIB88Q1","SSCONTRIB88Q2","SSCONTRIB88Q3","SSCONTRIB88Q4","SSCONTRIB89Q1","SSCONTRIB89Q2","SSCONTRIB89Q3","SSCONTRIB89Q4","SSCONTRIB90Q1","SSCONTRIB90Q2","SSCONTRIB90Q3","SSCONTRIB90Q4","SSCONTRIB91Q1","SSCONTRIB91Q2","SSCONTRIB91Q3","SSCONTRIB91Q4","SSCONTRIB92Q1","SSCONTRIB92Q2","SSCONTRIB92Q3","SSCONTRIB92Q4","SSCONTRIB93Q1","SSCONTRIB93Q2","SSCONTRIB93Q3","SSCONTRIB93Q4","SSCONTRIB94Q1","SSCONTRIB94Q2","SSCONTRIB94Q3","SSCONTRIB94Q4","SSCONTRIB95Q1","SSCONTRIB95Q2","SSCONTRIB95Q3","SSCONTRIB95Q4","SSCONTRIB96Q1","SSCONTRIB96Q2","SSCONTRIB96Q3","SSCONTRIB96Q4","SSCONTRIB97Q1","SSCONTRIB97Q2","SSCONTRIB97Q3","SSCONTRIB97Q4","SSCONTRIB98Q1","SSCONTRIB98Q2","SSCONTRIB98Q3","SSCONTRIB98Q4","SSCONTRIB99Q1","SSCONTRIB99Q2","SSCONTRIB99Q3","SSCONTRIB99Q4","SSCONTRIB00Q1","SSCONTRIB00Q2","SSCONTRIB00Q3","SSCONTRIB00Q4","SSCONTRIB01Q1","SSCONTRIB01Q2","SSCONTRIB01Q3","SSCONTRIB01Q4","SSCONTRIB02Q1","SSCONTRIB02Q2","SSCONTRIB02Q3","SSCONTRIB02Q4","SSCONTRIB03Q1","SSCONTRIB03Q2","SSCONTRIB03Q3","SSCONTRIB03Q4","SSCONTRIB04Q1","SSCONTRIB04Q2","SSCONTRIB04Q3","SSCONTRIB04Q4","SSCONTRIB05Q1","SSCONTRIB05Q2","SSCONTRIB05Q3","SSCONTRIB05Q4","SSCONTRIB06Q1","SSCONTRIB06Q2","SSCONTRIB06Q3","SSCONTRIB06Q4","SSCONTRIB07Q1","SSCONTRIB07Q2","SSCONTRIB07Q3","SSCONTRIB07Q4","SSCONTRIB08Q1","SSCONTRIB08Q2","SSCONTRIB08Q3","SSCONTRIB08Q4","SSCONTRIB09Q1","SSCONTRIB09Q2","SSCONTRIB09Q3","SSCONTRIB09Q4","SSCONTRIB10Q1","SSCONTRIB10Q2","SSCONTRIB10Q3","SSCONTRIB10Q4","SSCONTRIB11Q1","SSCONTRIB11Q2","SSCONTRIB11Q3","SSCONTRIB11Q4","SSCONTRIB12Q1","SSCONTRIB12Q2","SSCONTRIB12Q3","SSCONTRIB12Q4","SSCONTRIB13Q1","SSCONTRIB13Q2","SSCONTRIB13Q3","SSCONTRIB13Q4","SSCONTRIB14Q1","SSCONTRIB14Q2","SSCONTRIB14Q3","SSCONTRIB14Q4","SSCONTRIB15Q1","SSCONTRIB15Q2","SSCONTRIB15Q3","SSCONTRIB15Q4"
"1978:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","67.5","67.2","67.2","67.2","67.2","67.3","67.3","67.3","67.3","67.3","67.3","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","#N/A","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","#N/A","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2"
"1978:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","69.1","69.2","69.2","69.2","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","#N/A","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","#N/A","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1"
"1978:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","70.4","70.5","70.5","70.2","70.2","70.2","70.2","70.2","70.2","70.4","70.4","70.4","70.4","70.4","70.4","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","#N/A","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","#N/A","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8"
"1978:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","72.0","72.1","71.8","71.8","71.8","71.8","71.8","71.8","72.1","72.1","72.1","72.1","72.1","72.1","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","#N/A","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","#N/A","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0"
"1979:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","78.8","78.7","78.7","78.7","78.7","78.7","78.7","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","#N/A","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","#N/A","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8"
"1979:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","79.8","79.8","79.8","79.8","79.8","79.8","80.0","80.0","80.0","80.0","80.0","80.0","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","#N/A","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","#N/A","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9"
"1979:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","81.1","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","#N/A","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","#N/A","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2"
"1979:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","83.0","82.9","82.9","82.9","82.4","82.4","82.4","82.4","82.4","82.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","#N/A","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","#N/A","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1"
"1980:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","86.4","86.6","86.6","86.2","86.2","86.2","86.2","86.2","86.2","86.9","86.9","86.9","86.9","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","#N/A","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","#N/A","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1"
"1980:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","86.4","86.3","85.9","85.9","85.9","85.9","85.9","85.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","#N/A","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","#N/A","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2"
"1980:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","88.3","88.1","88.1","88.1","88.1","88.1","88.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","#N/A","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","#N/A","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6"
"1980:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","91.3","91.2","91.2","91.2","91.2","91.2","91.8","91.8","91.8","91.8","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","#N/A","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","#N/A","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","102.2","102.3","102.3","102.3","102.3","102.5","102.5","102.5","102.5","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","101.9","#N/A","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","#N/A","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6","191.6"
