"DATE","PTAX65Q4","PTAX66Q1","PTAX66Q2","PTAX66Q3","PTAX66Q4","PTAX67Q1","PTAX67Q2","PTAX67Q3","PTAX67Q4","PTAX68Q1","PTAX68Q2","PTAX68Q3","PTAX68Q4","PTAX69Q1","PTAX69Q2","PTAX69Q3","PTAX69Q4","PTAX70Q1","PTAX70Q2","PTAX70Q3","PTAX70Q4","PTAX71Q1","PTAX71Q2","PTAX71Q3","PTAX71Q4","PTAX72Q1","PTAX72Q2","PTAX72Q3","PTAX72Q4","PTAX73Q1","PTAX73Q2","PTAX73Q3","PTAX73Q4","PTAX74Q1","PTAX74Q2","PTAX74Q3","PTAX74Q4","PTAX75Q1","PTAX75Q2","PTAX75Q3","PTAX75Q4","PTAX76Q1","PTAX76Q2","PTAX76Q3","PTAX76Q4","PTAX77Q1","PTAX77Q2","PTAX77Q3","PTAX77Q4","PTAX78Q1","PTAX78Q2","PTAX78Q3","PTAX78Q4","PTAX79Q1","PTAX79Q2","PTAX79Q3","PTAX79Q4","PTAX80Q1","PTAX80Q2","PTAX80Q3","PTAX80Q4","PTAX81Q1","PTAX81Q2","PTAX81Q3","PTAX81Q4","PTAX82Q1","PTAX82Q2","PTAX82Q3","PTAX82Q4","PTAX83Q1","PTAX83Q2","PTAX83Q3","PTAX83Q4","PTAX84Q1","PTAX84Q2","PTAX84Q3","PTAX84Q4","PTAX85Q1","PTAX85Q2","PTAX85Q3","PTAX85Q4","PTAX86Q1","PTAX86Q2","PTAX86Q3","PTAX86Q4","PTAX87Q1","PTAX87Q2","PTAX87Q3","PTAX87Q4","PTAX88Q1","PTAX88Q2","PTAX88Q3","PTAX88Q4","PTAX89Q1","PTAX89Q2","PTAX89Q3","PTAX89Q4","PTAX90Q1","PTAX90Q2","PTAX90Q3","PTAX90Q4","PTAX91Q1","PTAX91Q2","PTAX91Q3","PTAX91Q4","PTAX92Q1","PTAX92Q2","PTAX92Q3","PTAX92Q4","PTAX93Q1","PTAX93Q2","PTAX93Q3","PTAX93Q4","PTAX94Q1","PTAX94Q2","PTAX94Q3","PTAX94Q4","PTAX95Q1","PTAX95Q2","PTAX95Q3","PTAX95Q4","PTAX96Q1","PTAX96Q2","PTAX96Q3","PTAX96Q4","PTAX97Q1","PTAX97Q2","PTAX97Q3","PTAX97Q4","PTAX98Q1","PTAX98Q2","PTAX98Q3","PTAX98Q4","PTAX99Q1","PTAX99Q2","PTAX99Q3","PTAX99Q4","PTAX00Q1","PTAX00Q2","PTAX00Q3","PTAX00Q4","PTAX01Q1","PTAX01Q2","PTAX01Q3","PTAX01Q4","PTAX02Q1","PTAX02Q2","PTAX02Q3","PTAX02Q4","PTAX03Q1","PTAX03Q2","PTAX03Q3","PTAX03Q4","PTAX04Q1","PTAX04Q2","PTAX04Q3","PTAX04Q4","PTAX05Q1","PTAX05Q2","PTAX05Q3","PTAX05Q4","PTAX06Q1","PTAX06Q2","PTAX06Q3","PTAX06Q4","PTAX07Q1","PTAX07Q2","PTAX07Q3","PTAX07Q4","PTAX08Q1","PTAX08Q2","PTAX08Q3","PTAX08Q4","PTAX09Q1","PTAX09Q2","PTAX09Q3","PTAX09Q4","PTAX10Q1","PTAX10Q2","PTAX10Q3","PTAX10Q4","PTAX11Q1","PTAX11Q2","PTAX11Q3","PTAX11Q4","PTAX12Q1","PTAX12Q2","PTAX12Q3","PTAX12Q4","PTAX13Q1","PTAX13Q2","PTAX13Q3","PTAX13Q4","PTAX14Q1","PTAX14Q2","PTAX14Q3","PTAX14Q4","PTAX15Q1","PTAX15Q2","PTAX15Q3","PTAX15Q4"
"1977:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","224.9","224.8","224.8","224.8","223.3","223.3","223.3","223.3","223.0","223.0","223.0","223.0","223.0","223.0","222.7","222.7","222.7","222.7","222.7","222.7","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","#N/A","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","#N/A","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.3","195.7","195.7"
"1977:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","227.8","226.1","226.1","224.6","224.6","224.6","224.6","225.3","225.3","225.3","225.3","225.3","225.3","225.9","225.9","225.9","225.9","225.9","225.9","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1","#N/A","201.9","201.9","201.9","201.9","201.9","201.9","201.9","201.9","201.9","201.9","201.9","201.9","201.9","201.9","201.9","201.9","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","#N/A","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.6","198.6"
"1977:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","234.6","234.7","233.3","233.3","233.3","233.3","235.2","235.2","235.2","235.2","235.2","235.2","236.1","236.1","236.1","236.1","236.1","236.1","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","237.8","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","#N/A","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","211.9","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","#N/A","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.5","208.5"
"1978:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","236.3","237.3","237.3","237.3","237.3","239.8","239.8","239.8","239.8","239.8","239.8","239.9","239.9","239.9","239.9","239.9","239.9","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","#N/A","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","#N/A","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","212.0","212.0"
"1978:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","248.8","249.1","249.1","249.1","252.1","252.1","252.1","252.1","252.1","252.1","251.4","251.4","251.4","251.4","251.4","251.4","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","#N/A","226.8","226.8","226.8","226.8","226.8","226.8","226.8","226.8","226.8","226.8","226.8","226.8","226.8","226.8","226.8","226.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","#N/A","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","222.8","223.1","223.1"
"1978:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","262.5","263.2","263.2","266.0","266.0","266.0","266.0","266.0","266.0","265.7","265.7","265.7","265.7","265.7","265.7","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","246.9","#N/A","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","#N/A","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.3","236.3"
"1978:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","275.0","275.1","278.2","278.2","278.2","278.2","278.2","278.2","278.3","278.3","278.3","278.3","278.3","278.3","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","280.6","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","#N/A","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","#N/A","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.2","247.2"
"1979:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","270.6","280.4","280.4","280.4","280.4","280.4","280.4","284.4","284.4","284.4","284.4","284.4","284.4","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","264.6","#N/A","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","#N/A","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.6","253.6"
"1979:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","290.9","290.7","290.7","290.7","290.7","290.7","293.5","293.5","293.5","293.5","293.5","293.5","292.6","292.6","292.6","292.6","292.6","292.6","292.6","292.6","292.6","292.6","292.6","292.6","292.6","292.6","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","#N/A","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","#N/A","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","262.0","262.0"
"1979:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","306.4","306.6","306.6","306.6","306.6","308.4","308.4","308.4","308.4","308.4","308.4","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","#N/A","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","#N/A","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.8","274.8"
"1979:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","321.7","321.9","321.9","321.9","321.8","321.8","321.8","321.8","321.8","321.8","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","297.1","#N/A","289.8","289.8","289.8","289.8","289.8","289.8","289.8","289.8","289.8","289.8","289.8","289.8","289.8","289.8","289.8","289.8","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","#N/A","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.2","285.2"
"1980:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","320.0","320.0","320.0","323.1","323.1","323.1","323.1","323.1","323.1","319.9","319.9","319.9","319.9","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","296.8","#N/A","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","#N/A","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.8","284.8"
"1980:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","324.3","324.6","330.3","330.3","330.3","330.3","330.3","330.3","328.6","328.6","328.6","328.6","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","332.5","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","#N/A","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","291.6","#N/A","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","292.2","292.2"
"1980:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","333.6","341.5","341.5","341.5","341.5","341.5","341.5","339.7","339.7","339.7","339.7","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","#N/A","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","#N/A","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","301.5","302.2","302.2"
