"DATE","PIMP65Q4","PIMP66Q1","PIMP66Q2","PIMP66Q3","PIMP66Q4","PIMP67Q1","PIMP67Q2","PIMP67Q3","PIMP67Q4","PIMP68Q1","PIMP68Q2","PIMP68Q3","PIMP68Q4","PIMP69Q1","PIMP69Q2","PIMP69Q3","PIMP69Q4","PIMP70Q1","PIMP70Q2","PIMP70Q3","PIMP70Q4","PIMP71Q1","PIMP71Q2","PIMP71Q3","PIMP71Q4","PIMP72Q1","PIMP72Q2","PIMP72Q3","PIMP72Q4","PIMP73Q1","PIMP73Q2","PIMP73Q3","PIMP73Q4","PIMP74Q1","PIMP74Q2","PIMP74Q3","PIMP74Q4","PIMP75Q1","PIMP75Q2","PIMP75Q3","PIMP75Q4","PIMP76Q1","PIMP76Q2","PIMP76Q3","PIMP76Q4","PIMP77Q1","PIMP77Q2","PIMP77Q3","PIMP77Q4","PIMP78Q1","PIMP78Q2","PIMP78Q3","PIMP78Q4","PIMP79Q1","PIMP79Q2","PIMP79Q3","PIMP79Q4","PIMP80Q1","PIMP80Q2","PIMP80Q3","PIMP80Q4","PIMP81Q1","PIMP81Q2","PIMP81Q3","PIMP81Q4","PIMP82Q1","PIMP82Q2","PIMP82Q3","PIMP82Q4","PIMP83Q1","PIMP83Q2","PIMP83Q3","PIMP83Q4","PIMP84Q1","PIMP84Q2","PIMP84Q3","PIMP84Q4","PIMP85Q1","PIMP85Q2","PIMP85Q3","PIMP85Q4","PIMP86Q1","PIMP86Q2","PIMP86Q3","PIMP86Q4","PIMP87Q1","PIMP87Q2","PIMP87Q3","PIMP87Q4","PIMP88Q1","PIMP88Q2","PIMP88Q3","PIMP88Q4","PIMP89Q1","PIMP89Q2","PIMP89Q3","PIMP89Q4","PIMP90Q1","PIMP90Q2","PIMP90Q3","PIMP90Q4","PIMP91Q1","PIMP91Q2","PIMP91Q3","PIMP91Q4","PIMP92Q1","PIMP92Q2","PIMP92Q3","PIMP92Q4","PIMP93Q1","PIMP93Q2","PIMP93Q3","PIMP93Q4","PIMP94Q1","PIMP94Q2","PIMP94Q3","PIMP94Q4","PIMP95Q1","PIMP95Q2","PIMP95Q3","PIMP95Q4","PIMP96Q1","PIMP96Q2","PIMP96Q3","PIMP96Q4","PIMP97Q1","PIMP97Q2","PIMP97Q3","PIMP97Q4","PIMP98Q1","PIMP98Q2","PIMP98Q3","PIMP98Q4","PIMP99Q1","PIMP99Q2","PIMP99Q3","PIMP99Q4","PIMP00Q1","PIMP00Q2","PIMP00Q3","PIMP00Q4","PIMP01Q1","PIMP01Q2","PIMP01Q3","PIMP01Q4","PIMP02Q1","PIMP02Q2","PIMP02Q3","PIMP02Q4","PIMP03Q1","PIMP03Q2","PIMP03Q3","PIMP03Q4","PIMP04Q1","PIMP04Q2","PIMP04Q3","PIMP04Q4","PIMP05Q1","PIMP05Q2","PIMP05Q3","PIMP05Q4","PIMP06Q1","PIMP06Q2","PIMP06Q3","PIMP06Q4","PIMP07Q1","PIMP07Q2","PIMP07Q3","PIMP07Q4","PIMP08Q1","PIMP08Q2","PIMP08Q3","PIMP08Q4","PIMP09Q1","PIMP09Q2","PIMP09Q3","PIMP09Q4","PIMP10Q1","PIMP10Q2","PIMP10Q3","PIMP10Q4","PIMP11Q1","PIMP11Q2","PIMP11Q3","PIMP11Q4","PIMP12Q1","PIMP12Q2","PIMP12Q3","PIMP12Q4","PIMP13Q1","PIMP13Q2","PIMP13Q3","PIMP13Q4","PIMP14Q1","PIMP14Q2","PIMP14Q3","PIMP14Q4","PIMP15Q1","PIMP15Q2","PIMP15Q3","PIMP15Q4"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","278.4","278.1","278.1","276.3","276.3","276.3","276.3","276.3","276.3","97.0","97.0","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","89.8","89.8","89.8","89.8","89.8","89.79","89.79","89.79","89.794","89.794","89.794","89.794","89.794","89.794","89.794","88.88","88.88","88.88","88.88","88.88","88.88","88.88","88.88","88.88","88.88","88.88","88.88","88.88","88.88","88.88","88.88","88.88","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","92.864","83.754","83.754","83.754","83.754","83.754","83.754","83.754","83.754","83.814","83.814","83.814","83.814","83.814","83.814","83.814","83.814","77.972","77.972","77.972","77.972","78.895","78.895","78.895","78.895","78.895","78.895"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","274.0","270.3","270.3","270.3","270.3","270.3","270.3","270.3","97.1","97.1","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","89.3","89.3","89.3","89.3","89.3","89.28","89.28","89.28","89.279","89.279","89.279","89.279","89.279","89.279","89.279","88.31","88.31","88.31","88.31","88.31","88.31","88.31","88.31","88.31","88.31","88.31","88.31","88.31","88.31","88.31","88.31","88.31","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","92.277","83.22","83.22","83.22","83.22","83.22","83.22","83.22","83.22","83.279","83.279","83.279","83.279","83.279","83.279","83.279","83.279","77.475","77.475","77.475","77.475","78.393","78.393","78.393","78.393","78.393","78.393"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","267.9","267.9","267.9","267.9","267.9","267.9","267.9","97.5","97.5","97.5","97.5","97.5","97.5","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","89.6","89.6","89.6","89.6","89.6","89.56","89.56","89.56","89.558","89.558","89.558","89.558","89.558","89.558","89.558","88.58","88.58","88.58","88.58","88.58","88.58","88.58","88.58","88.58","88.58","88.58","88.58","88.58","88.58","88.58","88.58","88.58","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","92.555","83.469","83.469","83.469","83.469","83.469","83.469","83.469","83.469","83.528","83.528","83.528","83.528","83.528","83.528","83.528","83.528","77.706","77.706","77.706","77.706","78.627","78.627","78.627","78.627","78.627","78.627"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","270.3","269.6","269.6","269.6","269.6","269.6","98.0","98.0","98.0","98.0","98.0","98.0","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.104","90.104","90.104","90.104","90.104","90.104","90.104","89.07","89.07","89.07","89.07","89.07","89.07","89.07","89.07","89.07","89.07","89.07","89.07","89.07","89.07","89.07","89.07","89.07","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","93.071","83.933","83.933","83.933","83.933","83.933","83.933","83.933","83.933","83.992","83.992","83.992","83.992","83.992","83.992","83.992","83.992","78.138","78.138","78.138","78.138","79.063","79.063","79.063","79.063","79.063","79.063"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","266.8","263.3","263.3","263.3","263.3","97.3","97.3","97.4","97.4","97.4","97.4","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","88.5","88.5","88.5","88.5","88.5","88.52","88.52","88.52","88.515","88.515","88.515","88.515","88.515","88.515","88.515","87.49","87.49","87.49","87.49","87.49","87.49","87.49","87.49","87.49","87.49","87.49","87.49","87.49","87.49","87.49","87.49","87.49","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","91.413","82.443","82.443","82.443","82.443","82.443","82.443","82.443","82.443","82.501","82.501","82.501","82.501","82.501","82.501","82.501","82.501","76.751","76.751","76.751","76.751","77.66","77.66","77.66","77.66","77.66","77.66"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","265.8","263.7","263.7","263.7","96.7","96.7","96.7","96.7","96.7","96.7","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","87.4","87.4","87.4","87.4","87.4","87.43","87.43","87.43","87.426","87.426","87.426","87.426","87.426","87.426","87.426","86.41","86.41","86.41","86.41","86.41","86.41","86.41","86.41","86.41","86.41","86.41","86.41","86.41","86.41","86.41","86.41","86.41","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","90.278","81.435","81.435","81.435","81.435","81.435","81.435","81.435","81.435","81.493","81.493","81.493","81.493","81.493","81.493","81.493","81.493","75.813","75.813","75.813","75.813","76.711","76.711","76.711","76.711","76.711","76.711"
"1985:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","255.4","252.8","252.8","95.8","95.8","95.5","95.5","95.5","95.5","94.9","94.9","94.9","94.9","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","85.4","85.4","85.4","85.4","85.4","85.39","85.39","85.39","85.389","85.389","85.389","85.389","85.389","85.389","85.389","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","88.135","79.487","79.487","79.487","79.487","79.487","79.487","79.487","79.487","79.544","79.544","79.544","79.544","79.544","79.544","79.544","79.544","73.999","73.999","73.999","73.999","74.876","74.876","74.876","74.876","74.876","74.876"
"1985:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","255.1","257.1","95.7","95.7","95.3","95.3","95.3","95.3","94.8","94.8","94.8","94.8","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","85.7","85.7","85.7","85.7","85.7","85.74","85.74","85.74","85.737","85.737","85.737","85.737","85.737","85.737","85.737","84.72","84.72","84.72","84.72","84.72","84.72","84.72","84.72","84.72","84.72","84.72","84.72","84.72","84.72","84.72","84.72","84.72","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","88.502","79.832","79.832","79.832","79.832","79.832","79.832","79.832","79.832","79.888","79.888","79.888","79.888","79.888","79.888","79.888","79.888","74.32","74.32","74.32","74.32","75.2","75.2","75.2","75.2","75.2","75.2"
"1985:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","253.8","95.3","95.3","95.0","95.0","95.0","95.0","94.4","94.4","94.4","94.4","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","85.5","85.5","85.5","85.5","85.5","85.54","85.54","85.54","85.537","85.537","85.537","85.537","85.537","85.537","85.537","84.66","84.66","84.66","84.66","84.66","84.66","84.66","84.66","84.66","84.66","84.66","84.66","84.66","84.66","84.66","84.66","84.66","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","88.43","79.762","79.762","79.762","79.762","79.762","79.762","79.762","79.762","79.818","79.818","79.818","79.818","79.818","79.818","79.818","79.818","74.255","74.255","74.255","74.255","75.134","75.134","75.134","75.134","75.134","75.134"
"1985:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","95.7","96.2","95.7","95.7","95.7","95.7","95.2","95.2","95.2","95.2","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","87.3","87.3","87.3","87.3","87.3","87.28","87.28","87.28","87.284","87.284","87.284","87.284","87.284","87.284","87.284","86.34","86.34","86.34","86.34","86.34","86.34","86.34","86.34","86.34","86.34","86.34","86.34","86.34","86.34","86.34","86.34","86.34","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","90.185","81.318","81.318","81.318","81.318","81.318","81.318","81.318","81.318","81.376","81.376","81.376","81.376","81.376","81.376","81.376","81.376","75.704","75.704","75.704","75.704","76.6","76.6","76.6","76.6","76.6","76.6"
"1986:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","95.6","94.6","94.6","94.6","94.6","94.5","94.5","94.5","94.5","95.9","95.9","95.9","95.9","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","87.5","87.5","87.5","87.5","87.5","87.48","87.48","87.48","87.478","87.478","87.478","87.478","87.478","87.478","87.478","86.52","86.52","86.52","86.52","86.52","86.52","86.52","86.52","86.52","86.52","86.52","86.52","86.52","86.52","86.52","86.52","86.52","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","90.383","81.469","81.469","81.469","81.469","81.469","81.469","81.469","81.469","81.527","81.527","81.527","81.527","81.527","81.527","81.527","81.527","75.844","75.844","75.844","75.844","76.743","76.743","76.743","76.743","76.743","76.743"
"1986:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","91.1","91.0","91.0","91.0","91.3","91.3","91.3","91.3","92.7","92.7","92.7","92.7","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","84.7","84.7","84.7","84.7","84.7","84.73","84.73","84.73","84.732","84.732","84.732","84.732","84.732","84.732","84.732","83.82","83.82","83.82","83.82","83.82","83.82","83.82","83.82","83.82","83.82","83.82","83.82","83.82","83.82","83.82","83.82","83.82","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","87.61","78.946","78.946","78.946","78.946","78.946","78.946","78.946","78.946","79.002","79.002","79.002","79.002","79.002","79.002","79.002","79.002","73.495","73.495","73.495","73.495","74.367","74.367","74.367","74.367","74.367","74.367"
"1986:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","90.0","89.7","89.7","90.0","90.0","90.0","90.0","91.7","91.7","91.7","91.7","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","85.3","85.3","85.3","85.3","85.3","85.35","85.35","85.35","85.347","85.347","85.347","85.347","85.347","85.347","85.347","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","84.36","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","88.213","79.493","79.493","79.493","79.493","79.493","79.493","79.493","79.493","79.549","79.549","79.549","79.549","79.549","79.549","79.549","79.549","74.005","74.005","74.005","74.005","74.883","74.883","74.883","74.883","74.883","74.883"
